Journal,Volume,Issue,Publication Year,Title,Authors,Author Affiliations,Pages,Type,DOI,PDF Link,Citations,Article URL
Developmental Science,17, 4,2014,Neural correlates of infant accent discrimination: an fNIRS study,"Alejandrina Cristia, Yasuyo Minagawa-Kawai, Natalia Egorova, Judit Gervain, Luca Filippin, Dominique Cabrol, Emmanuel Dupoux",Laboratoire de Sciences Cognitives et Psycholinguistique Centre National de la Recherche Scientifique Ecole des Hautes Etudes en Sciences Sociales – Ecole Normale Supérieure Paris France; Neurobiology of Language Max Planck Institute for Psycholinguistics Nijmegen The Netherlands; Laboratoire de Sciences Cognitives et Psycholinguistique Centre National de la Recherche Scientifique Ecole des Hautes Etudes en Sciences Sociales – Ecole Normale Supérieure Paris France; Department of Psychology Keio University Japan; Medical Research Council Cognition and Brain Sciences Unit Cambridge UK; Laboratoire Psychologie de la Perception Centre National de la Recherche Scientifique Paris France; Laboratoire Psychologie de la Perception Université Paris Descartes France; Laboratoire de Sciences Cognitives et Psycholinguistique Centre National de la Recherche Scientifique Ecole des Hautes Etudes en Sciences Sociales – Ecole Normale Supérieure Paris France; AP-HP Cochin Port Royal Paris France; Laboratoire de Sciences Cognitives et Psycholinguistique Centre National de la Recherche Scientifique Ecole des Hautes Etudes en Sciences Sociales – Ecole Normale Supérieure Paris France,628-635,SHORT REPORTS,https://doi.org/10.1111/desc.12160,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12160,26,https://onlinelibrary.wiley.com/doi/10.1111/desc.12160
Developmental Science,17, 4,2014,Spatial metaphor in language can promote the development of cross-modal mappings in children,"Shakila Shayan, Ozge Ozturk, Melissa Bowerman, Asifa Majid","Max Planck Institute for Psycholinguistics Nijmegen The Netherlands; Max Planck Institute for Psycholinguistics Nijmegen The Netherlands; Max Planck Institute for Psycholinguistics Nijmegen The Netherlands; Max Planck Institute for Psycholinguistics Nijmegen The Netherlands; Centre for Language Studies Radboud University The Netherlands; Donders Institute for Brain Cognition, and Behaviour, Radboud University The Netherlands",636-643,SHORT REPORTS,https://doi.org/10.1111/desc.12157,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12157,15,https://onlinelibrary.wiley.com/doi/10.1111/desc.12157
Developmental Science,17, 4,2014,Erratum,,N/A,644,Erratum,https://doi.org/10.1111/desc.12213,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12213,N/A,https://onlinelibrary.wiley.com/doi/10.1111/desc.12213
Developmental Science,17, 4,2014,Editorial,"Brad Schlaggar, Michelle de Haan, Charles A Nelson, Paul C Quinn",N/A,645,Editorial,https://doi.org/10.1111/desc.12214,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12214,N/A,https://onlinelibrary.wiley.com/doi/10.1111/desc.12214
Developmental Science,17, 5,2014,Issue Information,,N/A,i-ii,Issue Information,https://doi.org/10.1111/desc.12120,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12120,N/A,https://onlinelibrary.wiley.com/doi/10.1111/desc.12120
Developmental Science,17, 5,2014,False belief in infancy: a fresh look,Cecilia Heyes,All Souls College & Department of Experimental Psychology University of Oxford UK,647-659,TARGET ARTICLE WITH COMMENTARY AND RESPONSE,https://doi.org/10.1111/desc.12148,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12148,196,https://onlinelibrary.wiley.com/doi/10.1111/desc.12148
Developmental Science,17, 5,2014,How fresh a look? A reply to Heyes,"Rose M. Scott, Renée Baillargeon","School of Social Sciences, Humanities, and Arts University of California Merced USA; Department of Psychology University of Illinois USA",660-664,TARGET ARTICLE WITH COMMENTARY AND RESPONSE,https://doi.org/10.1111/desc.12173,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12173,24,https://onlinelibrary.wiley.com/doi/10.1111/desc.12173
Developmental Science,17, 5,2014,"Rich interpretations of infant behaviour are popular, but are they valid? A reply to Scott and Baillargeon",Cecilia Heyes,All Souls College & Department of Experimental Psychology University of Oxford UK,665-666,RESPONSE,https://doi.org/10.1111/desc.12174,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12174,3,https://onlinelibrary.wiley.com/doi/10.1111/desc.12174
Developmental Science,17, 5,2014,Cognitive control moderates early childhood temperament in predicting social behavior in 7-year-old children: an ERP study,"Connie Lamm, Olga L. Walker, Kathryn A. Degnan, Heather A. Henderson, Daniel S. Pine, Jennifer Martin McDermott, Nathan A. Fox",Department of Psychology University of New Orleans USA; Child Development Laboratory Department of Human Development and Quantitative Methodology University of Maryland USA; Child Development Laboratory Department of Human Development and Quantitative Methodology University of Maryland USA; Department of Psychology University of Miami USA; National Institute of Mental Health USA; Department of Psychology University of Massachusetts AmherstUSA; Child Development Laboratory Department of Human Development and Quantitative Methodology University of Maryland USA,667-681,PAPERS,https://doi.org/10.1111/desc.12158,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12158,88,https://onlinelibrary.wiley.com/doi/10.1111/desc.12158
Developmental Science,17, 5,2014,Emotional engagements predict and enhance social cognition in young chimpanzees,"Kim A. Bard, Roger Bakeman, Sarah T. Boysen, David A. Leavens",Centre for Comparative and Evolutionary Psychology University of Portsmouth UK; Department of Psychology Georgia State University USA; Centre for Comparative and Evolutionary Psychology University of Portsmouth UK; Department of Psychology The Ohio State University USA; School of Psychology University of Sussex UK,682-696,PAPERS,https://doi.org/10.1111/desc.12145,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12145,47,https://onlinelibrary.wiley.com/doi/10.1111/desc.12145
Developmental Science,17, 5,2014,Parameter-based assessment of disturbed and intact components of visual attention in children with developmental dyslexia,"Johanna Bogon, Kathrin Finke, Gerd Schulte-Körne, Hermann J. Müller, Werner X. Schneider, Prisca Stenneken",Department of Experimental Psychology University of Regensburg Germany; Clinical Linguistics Bielefeld University Germany; Center of Excellence ‘Cognitive Interaction Technology' (CITEC) Bielefeld University Germany; Department of Psychology General and Experimental Psychology/Neuro-Cognitive Psychology Ludwig Maximilians University Munich Germany; Department of Psychology Neuro-Cognitive Psychology & Center of Interdisciplinary Research Bielefeld University Germany; Department of Child and Adolescent Psychiatry Psychosomatics and Psychotherapy University of Munich Germany; Department of Psychology General and Experimental Psychology/Neuro-Cognitive Psychology Ludwig Maximilians University Munich Germany; Center of Excellence ‘Cognitive Interaction Technology' (CITEC) Bielefeld University Germany; Department of Psychology Neuro-Cognitive Psychology & Center of Interdisciplinary Research Bielefeld University Germany; Clinical Linguistics Bielefeld University Germany; Center of Excellence ‘Cognitive Interaction Technology' (CITEC) Bielefeld University Germany; Department of Rehabilitation and Special Education Speech and Language Pathology University of Cologne Germany,697-713,PAPERS,https://doi.org/10.1111/desc.12150,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12150,30,https://onlinelibrary.wiley.com/doi/10.1111/desc.12150
Developmental Science,17, 5,2014,Numerical predictors of arithmetic success in grades 1–6,"Ian M. Lyons, Gavin R. Price, Anniek Vaessen, Leo Blomert, Daniel Ansari","Numerical Cognition Laboratory Department of Psychology & Brain and Mind Institute The University of Western Ontario Canada; Department of Psychology & Human Development Peabody College, Vanderbilt University USA; Department of Psychology Maastricht University The Netherlands; Department of Psychology Maastricht University The Netherlands; Numerical Cognition Laboratory Department of Psychology & Brain and Mind Institute The University of Western Ontario Canada",714-726,PAPERS,https://doi.org/10.1111/desc.12152,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12152,270,https://onlinelibrary.wiley.com/doi/10.1111/desc.12152
Developmental Science,17, 5,2014,"The roles of family history of dyslexia, language, speech production and phonological processing in predicting literacy progress","Julia M. Carroll, Ian R. Mundy, Anna J. Cunningham",Department of Psychology University of Warwick UK; Department of Psychology and Behavioural Sciences Coventry University UK; School of Life and Health Sciences Aston University UK,727-742,PAPERS,https://doi.org/10.1111/desc.12153,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12153,45,https://onlinelibrary.wiley.com/doi/10.1111/desc.12153
Developmental Science,17, 5,2014,"Two rooms, two representations? Episodic-like memory in toddlers and preschoolers","Nora S. Newcombe, Frances Balcomb, Katrina Ferrara, Melissa Hansen, Jessica Koski",Department of Psychology Temple University USA; Department of Psychology Temple University USA; Department of Psychology Temple University USA; Department of Psychology Temple University USA; Department of Psychology Temple University USA,743-756,PAPERS,https://doi.org/10.1111/desc.12162,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12162,50,https://onlinelibrary.wiley.com/doi/10.1111/desc.12162
Developmental Science,17, 5,2014,Highchair philosophers: the impact of seating context-dependent exploration on children's naming biases,"Lynn K. Perry, Larissa K. Samuelson, Johanna B. Burdinie",Department of Psychology University of Wisconsin-Madison USA; DeLTA Center University of Iowa USA; DeLTA Center University of Iowa USA; Department of Psychology University of Iowa USA; Department of Psychology University of Iowa USA,757-765,SHORT REPORTS,https://doi.org/10.1111/desc.12147,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12147,21,https://onlinelibrary.wiley.com/doi/10.1111/desc.12147
Developmental Science,17, 5,2014,Neural specialization for speech in the first months of life,"Sarah Shultz, Athena Vouloumanos, Randi H. Bennett, Kevin Pelphrey",Department of Psychology Yale University USA; Department of Psychology New York University USA; Yale Child Study Center Yale School of Medicine USA; Yale Child Study Center Yale School of Medicine USA,766-774,SHORT REPORTS,https://doi.org/10.1111/desc.12151,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12151,73,https://onlinelibrary.wiley.com/doi/10.1111/desc.12151
Developmental Science,17, 5,2014,Early predictors of middle school fraction knowledge,"Drew H. Bailey, Robert S. Siegler, David C. Geary",Psychology Department Carnegie Mellon University USA; Psychology Department Carnegie Mellon University USA; Siegler Center for Innovative Learning Beijing Normal University China; Department of Psychological Sciences University of Missouri USA,775-785,SHORT REPORTS,https://doi.org/10.1111/desc.12155,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12155,126,https://onlinelibrary.wiley.com/doi/10.1111/desc.12155
Developmental Science,17, 5,2014,Neural bases of Theory of Mind in children with autism spectrum disorders and children with conduct problems and callous-unemotional traits,"Elizabeth O'Nions, Catherine L. Sebastian, Eamon McCrory, Kaylita Chantiluke, Francesca Happé, Essi Viding","Developmental Risk & Resilience Unit Clinical Educational, and Health Psychology Research Department University College London UK; Developmental Risk & Resilience Unit Clinical Educational, and Health Psychology Research Department University College London UK; Department of Psychology Royal Holloway University of London UK; Developmental Risk & Resilience Unit Clinical Educational, and Health Psychology Research Department University College London UK; Developmental Risk & Resilience Unit Clinical Educational, and Health Psychology Research Department University College London UK; Developmental Risk & Resilience Unit Clinical Educational, and Health Psychology Research Department University College London UK; Developmental Risk & Resilience Unit Clinical Educational, and Health Psychology Research Department University College London UK",786-796,SHORT REPORTS,https://doi.org/10.1111/desc.12167,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12167,67,https://onlinelibrary.wiley.com/doi/10.1111/desc.12167
Developmental Science,17, 5,2014,Previous reward decreases errors of commission on later ‘No-Go’ trials in children 4 to 12 years of age: evidence for a context monitoring account,"Warren Winter, Margaret Sheridan",Harvard Medical School USA; Harvard Medical School USA; Harvard Center on the Developing Child USA,797-807,SHORT REPORTS,https://doi.org/10.1111/desc.12168,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12168,25,https://onlinelibrary.wiley.com/doi/10.1111/desc.12168
Developmental Science,17, 6,N/A,Issue Information,,N/A,i-ii,Issue Information,https://doi.org/10.1111/desc.12121,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12121,N/A,https://onlinelibrary.wiley.com/doi/10.1111/desc.12121
Developmental Science,17, 6,2014,Staring us in the face? An embodied theory of innate face preference,"Nick Wilkinson, Ali Paikan, Gustaf Gredebäck, Francesco Rea, Giorgio Metta","iCub Facility Istituto Italiano di Tecnologia Genova Italy; iCub Facility Istituto Italiano di Tecnologia Genova Italy; Child and Baby Lab Department of Psychology University of Uppsala Sweden; Robotics, Brain and Cognitive Sciences Istituto Italiano di Tecnologia Genova Italy; iCub Facility Istituto Italiano di Tecnologia Genova Italy; Centre for Robotics and Neural Systems University of Plymouth UK",809-825,TARGET ARTICLE WITH COMMENTARY AND RESPONSE,https://doi.org/10.1111/desc.12159,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12159,28,https://onlinelibrary.wiley.com/doi/10.1111/desc.12159
Developmental Science,17, 6,2014,Redundant constraints on human face perception?,"Linda B. Smith, Swapnaa Jayaraman",Psychological and Brain Sciences Indiana University USA; Psychological and Brain Sciences Indiana University USA,826-827,COMMENTARIES,https://doi.org/10.1111/desc.12200,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12200,2,https://onlinelibrary.wiley.com/doi/10.1111/desc.12200
Developmental Science,17, 6,2014,"Binocular correlation model of face preference: how good, how simple?","David Méary, Martial Mermillod, Olivier Pascalis",Université Grenoble Alpes Grenoble and CNRS Grenoble France; Université Grenoble Alpes Grenoble and CNRS Grenoble France; Institut Universitaire de France Paris France; Université Grenoble Alpes Grenoble and CNRS Grenoble France,828-830,COMMENTARIES,https://doi.org/10.1111/desc.12201,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12201,3,https://onlinelibrary.wiley.com/doi/10.1111/desc.12201
Developmental Science,17, 6,2014,How good? Better. How simple? Simpler. And testable to boot,"Nick Wilkinson, Ali Paikan, Gustaf Gredebäck, Francesco Rea, Giorgio Metta","iCub Facility Istituto Italiano di Tecnologia Genova Italy; iCub Facility Istituto Italiano di Tecnologia Genova Italy; Child and Baby Lab Department of Psychology University of Uppsala Sweden; Robotics, Brain and Cognitive Sciences Istituto Italiano di Tecnologia Italy; iCub Facility Istituto Italiano di Tecnologia Genova Italy; Centre for Robotics and Neural Systems University of Plymouth UK",831-832,RESPONSE,https://doi.org/10.1111/desc.12199,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12199,N/A,https://onlinelibrary.wiley.com/doi/10.1111/desc.12199
Developmental Science,17, 6,2014,Neonatal imitation predicts how infants engage with faces,"Annika Paukner, Elizabeth A. Simpson, Pier F. Ferrari, Timothy Mrozek, Stephen J. Suomi",Laboratory of Comparative Ethology Eunice Kennedy Shriver National Institute of Child Health and Human Development National Institutes of Health Department of Health and Human Services Poolesville MD USA; Laboratory of Comparative Ethology Eunice Kennedy Shriver National Institute of Child Health and Human Development National Institutes of Health Department of Health and Human Services Poolesville MD USA; Dipartimento di Neuroscienze Università di Parma Italy; Dipartimento di Neuroscienze Università di Parma Italy; Unit on Computer Support Services Eunice Kennedy Shriver National Institute of Child Health and Human Development National Institutes of Health Department of Health and Human Services Bethesda MD USA; Laboratory of Comparative Ethology Eunice Kennedy Shriver National Institute of Child Health and Human Development National Institutes of Health Department of Health and Human Services Poolesville MD USA,833-840,SHORT REPORT,https://doi.org/10.1111/desc.12207,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12207,42,https://onlinelibrary.wiley.com/doi/10.1111/desc.12207
Developmental Science,17, 6,2014,Learning to imitate individual finger movements by the human neonate,"Emese Nagy, Attila Pal, Hajnalka Orvos",School of Psychology University of Dundee UK; Department of Obstetrics and Gynecology University of Szeged Hungary; Department of Obstetrics and Gynecology University of Szeged Hungary,841-857,PAPERS,https://doi.org/10.1111/desc.12163,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12163,21,https://onlinelibrary.wiley.com/doi/10.1111/desc.12163
Developmental Science,17, 6,2014,Learning and consolidation of new spoken words in autism spectrum disorder,"Lisa Henderson, Anna Powell, M. Gareth Gaskell, Courtenay Norbury",Department of Psychology University of York UK; Department of Psychology Royal Holloway University of London UK; Department of Psychology University of York UK; Department of Psychology Royal Holloway University of London UK,858-871,PAPERS,https://doi.org/10.1111/desc.12169,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12169,41,https://onlinelibrary.wiley.com/doi/10.1111/desc.12169
Developmental Science,17, 6,N/A,Do 6-month-olds understand that speech can communicate?,"Athena Vouloumanos, Alia Martin, Kristine H. Onishi",N/A,872-879,SHORT REPORT,https://doi.org/10.1111/desc.12170,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12170,N/A,https://onlinelibrary.wiley.com/doi/10.1111/desc.12170
Developmental Science,17, 6,2014,Look who's talking: speech style and social context in language input to infants are linked to concurrent and future speech development,"Nairán Ramírez-Esparza, Adrián García-Sierra, Patricia K. Kuhl",Department of Psychology University of Connecticut USA; Institute for Learning & Brain Sciences University of Washington USA; Institute for Learning & Brain Sciences University of Washington USA,880-891,PAPERS,https://doi.org/10.1111/desc.12172,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12172,199,https://onlinelibrary.wiley.com/doi/10.1111/desc.12172
Developmental Science,17, 6,2014,123s and ABCs: developmental shifts in logarithmic-to-linear responding reflect fluency with sequence values,"Michelle Hurst, K. Leigh Monahan, Elizabeth Heller, Sara Cordes",Department of Psychology Boston College USA; Department of Psychology Boston College USA; Department of Psychology Boston College USA; Department of Psychology Boston College USA,892-904,PAPERS,https://doi.org/10.1111/desc.12165,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12165,37,https://onlinelibrary.wiley.com/doi/10.1111/desc.12165
Developmental Science,17, 6,2014,Understanding the mapping between numerical approximation and number words: evidence from Williams syndrome and typical development,"Melissa E. Libertus, Lisa Feigenson, Justin Halberda, Barbara Landau",Department of Psychological and Brain Sciences Johns Hopkins University USA; Department of Psychology Learning Research and Development Center University of Pittsburgh USA; Department of Psychological and Brain Sciences Johns Hopkins University USA; Department of Psychological and Brain Sciences Johns Hopkins University USA; Department of Cognitive Science Johns Hopkins University USA,905-919,PAPERS,https://doi.org/10.1111/desc.12154,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12154,28,https://onlinelibrary.wiley.com/doi/10.1111/desc.12154
Developmental Science,17, 6,2014,Egocentric and allocentric navigation strategies in Williams syndrome and typical development,"Hannah J. Broadbent, Emily K. Farran, Andy Tolmie",Psychology and Human Development Institute of Education University of London UK; Psychology and Human Development Institute of Education University of London UK; Psychology and Human Development Institute of Education University of London UK,920-934,PAPERS,https://doi.org/10.1111/desc.12176,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12176,43,https://onlinelibrary.wiley.com/doi/10.1111/desc.12176
Developmental Science,17, 6,2014,Effects of posture on tactile localization by 4 years of age are modulated by sight of the hands: evidence for an early acquired external spatial frame of reference for touch,"Jannath Begum Ali, Dorothy Cowie, Andrew J. Bremner",Sensorimotor Development Research Unit Department of Psychology Goldsmiths University of London UK; Department of Psychology Durham University UK; Sensorimotor Development Research Unit Department of Psychology Goldsmiths University of London UK,935-943,TARGET ARTICLE WITH COMMENTARY AND RESPONSE,https://doi.org/10.1111/desc.12184,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12184,23,https://onlinelibrary.wiley.com/doi/10.1111/desc.12184
Developmental Science,17, 6,2014,Development of the spatial coding of touch: ability vs. automaticity,"Brigitte Röder, Tobias Heed, Stephanie Badde",Biological Psychology and Neuropsychology University of Hamburg Germany; Biological Psychology and Neuropsychology University of Hamburg Germany; Biological Psychology and Neuropsychology University of Hamburg Germany,944-945,COMMENTARY,https://doi.org/10.1111/desc.12186,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12186,5,https://onlinelibrary.wiley.com/doi/10.1111/desc.12186
Developmental Science,17, 6,2014,The origins of ability and automaticity in tactile spatial perception,"Andrew J. Bremner, Jannath Begum Ali, Dorothy Cowie",Sensorimotor Development Research Unit Department of Psychology Goldsmiths University of London UK; Sensorimotor Development Research Unit Department of Psychology Goldsmiths University of London UK; Department of Psychology Durham University UK,946-947,RESPONSE,https://doi.org/10.1111/desc.12185,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12185,1,https://onlinelibrary.wiley.com/doi/10.1111/desc.12185
Developmental Science,17, 6,2014,Implicit meaning in 18-month-old toddlers,"Claire Delle Luche, Samantha Durrant, Caroline Floccia, Kim Plunkett",School of Psychology Plymouth University UK; School of Psychology Plymouth University UK; School of Psychology Plymouth University UK; Department of Experimental Psychology University of Oxford UK,948-955,SHORT REPORTS,https://doi.org/10.1111/desc.12164,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12164,32,https://onlinelibrary.wiley.com/doi/10.1111/desc.12164
Developmental Science,17, 6,2014,Are bilingual children better at ignoring perceptually misleading information? A novel test,"Meghan C. Goldman, James Negen, Barbara W. Sarnecka",Department of Cognitive Sciences University of California Irvine USA; Department of Cognitive Sciences University of California Irvine USA; Department of Cognitive Sciences University of California Irvine USA,956-964,SHORT REPORTS,https://doi.org/10.1111/desc.12175,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12175,15,https://onlinelibrary.wiley.com/doi/10.1111/desc.12175
Developmental Science,17, 6,2014,Can't stop believing: inhibitory control and resistance to misleading testimony,"Vikram K. Jaswal, Koraly Pérez-Edgar, Robyn L. Kondrad, Carolyn M. Palmquist, Caitlin A. Cole, Claire E. Cole",Department of Psychology University of Virginia USA; Department of Psychology The Pennsylvania State University USA; Department of Psychology Appalachian State University USA; Department of Psychology Amherst College USA; Institute of Child Development University of Minnesota USA; Department of Psychology George Mason University USA,965-976,PAPER,https://doi.org/10.1111/desc.12187,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12187,62,https://onlinelibrary.wiley.com/doi/10.1111/desc.12187
Developmental Science,17, 6,2014,Follow the liar: the effects of adult lies on children's honesty,"Chelsea Hays, Leslie J. Carver",Department of Psychology University of California USA; Department of Psychology University of California USA; Program in Human Development University of California USA,977-983,SHORT REPORTS,https://doi.org/10.1111/desc.12171,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12171,36,https://onlinelibrary.wiley.com/doi/10.1111/desc.12171
Developmental Science,17, 6,2014,Teaching moral reasoning through gesture,"Leanne Beaudoin-Ryan, Susan Goldin-Meadow",Department of Psychology University of Chicago USA; Department of Psychology University of Chicago USA,984-990,SHORT REPORTS,https://doi.org/10.1111/desc.12180,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12180,28,https://onlinelibrary.wiley.com/doi/10.1111/desc.12180
Developmental Science,17, 6,2014,Social class differences produce social group preferences,"Suzanne R. Horwitz, Kristin Shutts, Kristina R. Olson",Department of Psychology Yale University USA; Department of Psychology University of Wisconsin-Madison USA; Department of Psychology Yale University USA; Department of Psychology University of Washington USA,991-1002,PAPER,https://doi.org/10.1111/desc.12181,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12181,87,https://onlinelibrary.wiley.com/doi/10.1111/desc.12181
Developmental Science,17, 6,2014,Interpersonal synchrony increases prosocial behavior in infants,"Laura K. Cirelli, Kathleen M. Einarson, Laurel J. Trainor",Department of Psychology Neuroscience & Behaviour McMaster University Canada; Department of Psychology Neuroscience & Behaviour McMaster University Canada; Department of Psychology Neuroscience & Behaviour McMaster University Canada; McMaster Institute for Music and the Mind McMaster University Canada; Rotman Research Institute Baycrest Hospital Toronto Canada,1003-1011,SHORT PAPER,https://doi.org/10.1111/desc.12193,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12193,342,https://onlinelibrary.wiley.com/doi/10.1111/desc.12193
Developmental Science,17, 6,2014,Fathers' versus mothers' social referencing signals in relation to infant anxiety and avoidance: a visual cliff experiment,"Eline L. Möller, Mirjana Majdandžić, Susan M. Bögels",Research Institute of Child Development and Education University of Amsterdam The Netherlands; Research Institute of Child Development and Education University of Amsterdam The Netherlands; Research Institute of Child Development and Education University of Amsterdam The Netherlands,1012-1028,PAPERS,https://doi.org/10.1111/desc.12194,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12194,23,https://onlinelibrary.wiley.com/doi/10.1111/desc.12194
Developmental Science,17, 6,2014,"Kin rejection: social signals, neural response and perceived distress during social exclusion","Anirudh Sreekrishnan, Tania A. Herrera, Jia Wu, Jessica L. Borelli, Lars O. White, Helena J.V. Rutherford, Linda C. Mayes, Michael J. Crowley","Yale Child Study Center Yale University USA; Yale Child Study Center Yale University USA; Yale Child Study Center Yale University USA; Department of Psychology Pomona College USA; Department of Child and Adolescent Psychiatry Psychotherapy, and Psychosomatics University of Leipzig Germany; Yale Child Study Center Yale University USA; Yale Child Study Center Yale University USA; Yale Child Study Center Yale University USA; Program for Anxiety Disorders Yale University USA; Center for Translational Developmental Neuroscience Yale University USA; Developmental Electrophysiology Laboratory Yale University USA",1029-1041,PAPERS,https://doi.org/10.1111/desc.12191,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12191,20,https://onlinelibrary.wiley.com/doi/10.1111/desc.12191
Developmental Science,17, 6,2014,Reducing an in-group bias in preschool children: the impact of moral behavior,"Chelsea Hetherington, Caroline Hendrickson, Melissa Koenig",Institute of Child Development University of Minnesota USA; Institute of Child Development University of Minnesota USA; Institute of Child Development University of Minnesota USA,1042-1049,SHORT REPORT,https://doi.org/10.1111/desc.12192,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12192,48,https://onlinelibrary.wiley.com/doi/10.1111/desc.12192
Developmental Science,18, 1,2015,Issue Information,,N/A,i-ii,ISSUE INFORMATION,https://doi.org/10.1111/desc.12252,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12252,N/A,https://onlinelibrary.wiley.com/doi/10.1111/desc.12252
Developmental Science,18, 1,2015,Development and the epigenome: the ‘synapse’ of gene–environment interplay,"W. Thomas Boyce, Michael S. Kobor",Departments of Pediatrics and Psychiatry University of California San Francisco USA; Child and Brain Development Program Canadian Institute for Advanced Research Canada; Centre for Molecular Medicine and Therapeutics Department of Medical Genetics University of British Columbia Canada; Child and Brain Development Program Canadian Institute for Advanced Research Canada,1-23,DEVELOPMENTAL SCIENCE REVIEW,https://doi.org/10.1111/desc.12282,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12282,99,https://onlinelibrary.wiley.com/doi/10.1111/desc.12282
Developmental Science,18, 1,2015,Visual motherese? Signal-to-noise ratios in toddler-directed television,"Sam V. Wass, Tim J. Smith",Medical Research Council Cognition and Brain Sciences Unit Cambridge UK; School of Psychological Sciences Birkbeck College University of London UK,24-37,PAPERS,https://doi.org/10.1111/desc.12156,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12156,9,https://onlinelibrary.wiley.com/doi/10.1111/desc.12156
Developmental Science,18, 1,2015,Young children ‘solve for x’ using the Approximate Number System,"Melissa M. Kibbe, Lisa Feigenson",Department of Psychological & Brain Sciences Johns Hopkins University USA; Department of Psychological & Brain Sciences Johns Hopkins University USA,38-49,PAPERS,https://doi.org/10.1111/desc.12177,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12177,16,https://onlinelibrary.wiley.com/doi/10.1111/desc.12177
Developmental Science,18, 1,2015,Training-induced recovery of low-level vision followed by mid-level perceptual improvements in developmental object and face agnosia,"Maria Lev, Sharon Gilaie-Dotan, Dana Gotthilf-Nezri, Oren Yehezkel, Joseph L. Brooks, Anat Perry, Shlomo Bentin, Yoram Bonneh, Uri Polat",Faculty of Medicine Goldschleger Eye Research Institute Tel Aviv University Israel; Institute of Cognitive Neuroscience University College London UK; Faculty of Medicine Goldschleger Eye Research Institute Tel Aviv University Israel; Faculty of Medicine Goldschleger Eye Research Institute Tel Aviv University Israel; School of Psychology University of Kent UK; Department of Psychology Hebrew University of Jerusalem Israel; Department of Psychology Hebrew University of Jerusalem Israel; Center for Neural Computation Hebrew University of Jerusalem Israel; Department of Human Biology University of Haifa Israel; Faculty of Medicine Goldschleger Eye Research Institute Tel Aviv University Israel,50-64,PAPERS,https://doi.org/10.1111/desc.12178,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12178,10,https://onlinelibrary.wiley.com/doi/10.1111/desc.12178
