Title,DOI,Publication Year,Authors,Article Type,Journal Title,Volume,Issue,Citation Count
Semantic priming by irrelevant speech,https://doi.org/10.3758/s13423-016-1186-3,2017,"['Röer, Jan P.', 'Körner, Ulrike', 'Buchner, Axel', 'Bell, Raoul']",Brief Report,Psychonomic Bulletin & Review,24,4,27
New insights into statistical learning and chunk learning in implicit sequence acquisition,https://doi.org/10.3758/s13423-016-1193-4,2017,"['Du, Yue', 'Clark, Jane E.']",Brief Report,Psychonomic Bulletin & Review,24,4,13
The nature of correlation perception in scatterplots,https://doi.org/10.3758/s13423-016-1174-7,2017,"['Rensink, Ronald A.']",Theoretical Review,Psychonomic Bulletin & Review,24,3,37
Is semantic activation from print capacity limited? Evidence from the psychological refractory period paradigm,https://doi.org/10.3758/s13423-016-1178-3,2017,"['Besner, Derek', 'Reynolds, Michael']",Brief Report,Psychonomic Bulletin & Review,24,3,3
Mass is more: The conceiving of (un)countability and its encoding into language in 5-year-old-children,https://doi.org/10.3758/s13423-016-1187-2,2017,"['Zanini, Chiara', 'Benavides-Varela, Silvia', 'Lorusso, Riccardina', 'Franzon, Francesca']",Article,Psychonomic Bulletin & Review,24,4,8
Intuition and metacognition: The effect of semantic coherence on judgments of learning,https://doi.org/10.3758/s13423-016-1189-0,2017,"['Undorf, Monika', 'Zander, Thea']",Brief Report,Psychonomic Bulletin & Review,24,4,12
The director task: A test of Theory-of-Mind use or selective attention?,https://doi.org/10.3758/s13423-016-1190-7,2017,"['Rubio-Fernández, Paula']",Brief Report,Psychonomic Bulletin & Review,24,4,26
Regressions during reading: The cost depends on the cause,https://doi.org/10.3758/s13423-016-1200-9,2017,"['Eskenazi, Michael A.', 'Folk, Jocelyn R.']",Brief Report,Psychonomic Bulletin & Review,24,4,N/A
Is nevtral NEUTRAL? Visual similarity effects in the early phases of written-word recognition,https://doi.org/10.3758/s13423-016-1180-9,2017,"['Marcet, Ana', 'Perea, Manuel']",Brief Report,Psychonomic Bulletin & Review,24,4,38
Effects of cognitive training on the structure of intelligence,https://doi.org/10.3758/s13423-016-1196-1,2017,"['Protzko, John']",Theoretical Review,Psychonomic Bulletin & Review,24,4,21
"Semantic priming, not repetition priming, is to blame for false hearing",https://doi.org/10.3758/s13423-016-1185-4,2017,"['Rogers, Chad S.']",Brief Report,Psychonomic Bulletin & Review,24,4,10
Memory consolidation effects on memory stabilization and item integration in older adults,https://doi.org/10.3758/s13423-016-1197-0,2017,"['Brown, Helen', 'Maylor, Elizabeth A.']",Theoretical Review,Psychonomic Bulletin & Review,24,4,5
The many faces of working memory and short-term storage,https://doi.org/10.3758/s13423-016-1191-6,2017,"['Cowan, Nelson']",Article,Psychonomic Bulletin & Review,24,4,334
Action potential influences spatial perception: Evidence for genuine top-down effects on perception,https://doi.org/10.3758/s13423-016-1184-5,2017,"['Witt, Jessica K.']",Theoretical Review,Psychonomic Bulletin & Review,24,4,28
Selective weighting of action-related feature dimensions in visual working memory,https://doi.org/10.3758/s13423-016-1209-0,2017,"['Heuer, Anna', 'Schubö, Anna']",Brief Report,Psychonomic Bulletin & Review,24,4,21
Adverse orienting effects on visual working memory encoding and maintenance,https://doi.org/10.3758/s13423-016-1205-4,2017,"['Wang, Benchi', 'Yan, Chuyao', 'Wang, Zhiguo', 'Olivers, Christian N. L.', 'Theeuwes, Jan']",Brief Report,Psychonomic Bulletin & Review,24,4,6
Divided attention reduces resistance to distraction at encoding but not retrieval,https://doi.org/10.3758/s13423-016-1210-7,2017,"['Weeks, Jennifer C.', 'Hasher, Lynn']",Brief Report,Psychonomic Bulletin & Review,24,4,13
The style of a stranger: Identification expertise generalizes to coarser level categories,https://doi.org/10.3758/s13423-016-1211-6,2017,"['Searston, Rachel A.', 'Tangen, Jason M.']",Brief Report,Psychonomic Bulletin & Review,24,4,12
Tactile suppression in goal-directed movement,https://doi.org/10.3758/s13423-016-1203-6,2017,"['Juravle, Georgiana', 'Binsted, Gordon', 'Spence, Charles']",Theoretical Review,Psychonomic Bulletin & Review,24,4,N/A
The metaphor police: A case study of the role of metaphor in explanation,https://doi.org/10.3758/s13423-016-1192-5,2017,"['Thibodeau, Paul H.', 'Crow, Latoya', 'Flusberg, Stephen J.']",Brief Report,Psychonomic Bulletin & Review,24,5,35
The drift diffusion model as the choice rule in reinforcement learning,https://doi.org/10.3758/s13423-016-1199-y,2017,"['Pedersen, Mads Lund', 'Frank, Michael J.', 'Biele, Guido']",Theoretical Review,Psychonomic Bulletin & Review,24,4,135
"Similar to the category, but not the exemplars: A study of generalization",https://doi.org/10.3758/s13423-016-1208-1,2017,"['Conaway, Nolan', 'Kurtz, Kenneth J.']",Brief Report,Psychonomic Bulletin & Review,24,4,8
Interactions of emotion and anxiety on visual working memory performance,https://doi.org/10.3758/s13423-016-1213-4,2017,"['Berggren, Nick', 'Curtis, Hannah M.', 'Derakshan, Nazanin']",Brief Report,Psychonomic Bulletin & Review,24,4,25
Aging affects the balance between goal-guided and habitual spatial attention,https://doi.org/10.3758/s13423-016-1214-3,2017,"['Twedell, Emily L.', 'Koutstaal, Wilma', 'Jiang, Yuhong V.']",Brief Report,Psychonomic Bulletin & Review,24,4,16
"Rationality, perception, and the all-seeing eye",https://doi.org/10.3758/s13423-016-1198-z,2017,"['Felin, Teppo', 'Koenderink, Jan', 'Krueger, Joachim I.']",Theoretical Review,Psychonomic Bulletin & Review,24,4,69
Typical predictive eye movements during action observation without effector-specific motor simulation,https://doi.org/10.3758/s13423-016-1219-y,2017,"['Vannuscorps, Gilles', 'Caramazza, Alfonso']",Brief Report,Psychonomic Bulletin & Review,24,4,7
Individual classification of strong risk attitudes: An application across lottery types and age groups,https://doi.org/10.3758/s13423-016-1212-5,2017,"['Kellen, David', 'Mata, Rui', 'Davis-Stober, Clintin P.']",Brief Report,Psychonomic Bulletin & Review,24,4,11
The goal of locomotion: Separating the fundamental task from the mechanisms that accomplish it,https://doi.org/10.3758/s13423-016-1222-3,2017,"['Croft, James L.', 'Schroeder, Ryan T.', 'Bertram, John E. A.']",Theoretical Review,Psychonomic Bulletin & Review,24,6,11
Forget Me if You Can: Attentional capture by to-Be-remembered and to-Be-forgotten visual stimuli,https://doi.org/10.3758/s13423-016-1225-0,2017,"['Sasin, Edyta', 'Morey, Candice C.', 'Nieuwenstein, Mark']",Brief Report,Psychonomic Bulletin & Review,24,5,11
Task set induces dynamic reallocation of resources in visual short-term memory,https://doi.org/10.3758/s13423-016-1181-8,2017,"['Sheremata, Summer L.', 'Shomstein, Sarah']",Brief Report,Psychonomic Bulletin & Review,24,4,5
Attention flexibly trades off across points in time,https://doi.org/10.3758/s13423-016-1216-1,2017,"['Denison, Rachel N.', 'Heeger, David J.', 'Carrasco, Marisa']",Brief Report,Psychonomic Bulletin & Review,24,4,32
Theory-based explanation as intervention,https://doi.org/10.3758/s13423-016-1207-2,2017,"['Weisman, Kara', 'Markman, Ellen M.']",Brief Report,Psychonomic Bulletin & Review,24,5,19
The dot-probe task to measure emotional attention: A suitable measure in comparative studies?,https://doi.org/10.3758/s13423-016-1224-1,2017,"['van Rooijen, Rianne', 'Ploeger, Annemie', 'Kret, Mariska E.']",Theoretical Review,Psychonomic Bulletin & Review,24,6,90
Recognition in context: Implications for trade mark law,https://doi.org/10.3758/s13423-017-1235-6,2017,"['Humphreys, Michael S.', 'McFarlane, Kimberley A.', 'Burt, Jennifer S.', 'Kelly, Sarah J.', 'Weatherall, Kimberlee G.', 'Burrell, Robert G.']",Brief Report,Psychonomic Bulletin & Review,24,5,3
An eye movement corpus study of the age-of-acquisition effect,https://doi.org/10.3758/s13423-017-1233-8,2017,"['Dirix, Nicolas', 'Duyck, Wouter']",Article,Psychonomic Bulletin & Review,24,6,19
Working memory training revisited: A multi-level meta-analysis of n-back training studies,https://doi.org/10.3758/s13423-016-1217-0,2017,"['Soveri, Anna', 'Antfolk, Jan', 'Karlsson, Linda', 'Salo, Benny', 'Laine, Matti']",Theoretical Review,Psychonomic Bulletin & Review,24,4,236
The continuing legacy of nature versus nurture in biolinguistics,https://doi.org/10.3758/s13423-016-1202-7,2017,"['Bowling, Daniel L.']",Brief Report,Psychonomic Bulletin & Review,24,1,6
On simplicity and emergence,https://doi.org/10.3758/s13423-016-1157-8,2017,"['Perfors, Andrew']",Brief Report,Psychonomic Bulletin & Review,24,1,2
Restrictiveness matters,https://doi.org/10.3758/s13423-016-1194-3,2017,"['Adger, David']",Brief Report,Psychonomic Bulletin & Review,24,1,2
Erratum to: Does visual short-term memory have a high-capacity stage?,https://doi.org/10.3758/s13423-017-1228-5,2017,"['Matsukura, Michi', 'Hollingworth, Andrew']",Erratum,Psychonomic Bulletin & Review,24,5,N/A
The Question of Capacity: Why Enculturated and Trained Animals have much to Tell Us about the Evolution of Language,https://doi.org/10.3758/s13423-016-1129-z,2017,"['Lyn, Heidi']",Brief Report,Psychonomic Bulletin & Review,24,1,11
A locus coeruleus-norepinephrine account of individual differences in working memory capacity and attention control,https://doi.org/10.3758/s13423-016-1220-5,2017,"['Unsworth, Nash', 'Robison, Matthew K.']",Theoretical Review,Psychonomic Bulletin & Review,24,4,123
The human infant brain: A neural architecture able to learn language,https://doi.org/10.3758/s13423-016-1156-9,2017,"['Dehaene-Lambertz, Ghislaine']",Brief Report,Psychonomic Bulletin & Review,24,1,37
Culture and biology in the origins of linguistic structure,https://doi.org/10.3758/s13423-016-1166-7,2017,"['Kirby, Simon']",Brief Report,Psychonomic Bulletin & Review,24,1,76
"Is place-value processing in four-digit numbers fully automatic? Yes, but not always",https://doi.org/10.3758/s13423-017-1231-x,2017,"['García-Orza, Javier', 'Estudillo, Alejandro J.', 'Calleja, Marina', 'Rodríguez, José Miguel']",Brief Report,Psychonomic Bulletin & Review,24,6,11
Sexual communication and domestication may give rise to the signal complexity necessary for the emergence of language: An indication from songbird studies,https://doi.org/10.3758/s13423-016-1165-8,2017,"['Okanoya, Kazuo']",Brief Report,Psychonomic Bulletin & Review,24,1,23
Seeing the conflict: an attentional account of reasoning errors,https://doi.org/10.3758/s13423-017-1234-7,2017,"['Mata, André', 'Ferreira, Mário B.', 'Voss, Andreas', 'Kollei, Tanja']",Brief Report,Psychonomic Bulletin & Review,24,6,26
Consolidation and restoration of memory traces in working memory,https://doi.org/10.3758/s13423-017-1226-7,2017,"['De Schrijver, Sébastien', 'Barrouillet, Pierre']",Brief Report,Psychonomic Bulletin & Review,24,5,22
Variation in the standard deviation of the lure rating distribution: Implications for estimates of recollection probability,https://doi.org/10.3758/s13423-017-1232-9,2017,"['Dopkins, Stephen', 'Varner, Kaitlin', 'Hoyer, Darin']",Brief Report,Psychonomic Bulletin & Review,24,5,3
Decoding working memory content from attentional biases,https://doi.org/10.3758/s13423-016-1204-5,2017,"['Dowd, Emma Wu', 'Pearson, John M.', 'Egner, Tobias']",Brief Report,Psychonomic Bulletin & Review,24,4,10
What are the underlying units of perceived animacy? Chasing detection is intrinsically object-based,https://doi.org/10.3758/s13423-017-1229-4,2017,"['van Buren, Benjamin', 'Gao, Tao', 'Scholl, Brian J.']",Brief Report,Psychonomic Bulletin & Review,24,5,14
Empirical approaches to the study of language evolution,https://doi.org/10.3758/s13423-017-1236-5,2017,"['Fitch, W. Tecumseh']",Overview,Psychonomic Bulletin & Review,24,1,124
The revelation effect: A meta-analytic test of hypotheses,https://doi.org/10.3758/s13423-017-1227-6,2017,"['Aßfalg, André', 'Bernstein, Daniel M.', 'Hockley, William']",Theoretical Review,Psychonomic Bulletin & Review,24,6,7
Doggone affordances: Canine perception of affordances for reaching,https://doi.org/10.3758/s13423-016-1183-6,2017,"['Wagman, Jeffrey B.', 'Langley, Matthew D.', 'Farmer-Dougan, Valeri']",Brief Report,Psychonomic Bulletin & Review,24,4,9
"The Bayesian New Statistics: Hypothesis testing, estimation, meta-analysis, and power analysis from a Bayesian perspective",https://doi.org/10.3758/s13423-016-1221-4,2018,"['Kruschke, John K.', 'Liddell, Torrin M.']",Brief Report,Psychonomic Bulletin & Review,25,1,671
"Wondering how: Children’s and adults’ explanations for mundane, improbable, and extraordinary events",https://doi.org/10.3758/s13423-016-1127-1,2017,"['Woolley, Jacqueline D.', 'Cornelius, Chelsea A.']",Article,Psychonomic Bulletin & Review,24,5,19
Effects of explaining on children's preference for simpler hypotheses,https://doi.org/10.3758/s13423-016-1144-0,2017,"['Walker, Caren M.', 'Bonawitz, Elizabeth', 'Lombrozo, Tania']",Brief Report,Psychonomic Bulletin & Review,24,5,31
The explanatory structure of unexplainable events: Causal constraints on magical reasoning,https://doi.org/10.3758/s13423-016-1206-3,2017,"['Shtulman, Andrew', 'Morgan, Caitlin']",Brief Report,Psychonomic Bulletin & Review,24,5,13
Mechanisms of eyewitness suggestibility: tests of the explanatory role hypothesis,https://doi.org/10.3758/s13423-016-1201-8,2017,"['Rindal, Eric J.', 'Chrobak, Quin M.', 'Zaragoza, Maria S.', 'Weihing, Caitlin A.']",Brief Report,Psychonomic Bulletin & Review,24,5,5
Children’s success at detecting circular explanations and their interest in future learning,https://doi.org/10.3758/s13423-016-1195-2,2017,"['Mills, Candice M.', 'Danovitch, Judith H.', 'Rowles, Sydney P.', 'Campbell, Ian L.']",Brief Report,Psychonomic Bulletin & Review,24,5,25
Determining informative priors for cognitive models,https://doi.org/10.3758/s13423-017-1238-3,2018,"['Lee, Michael D.', 'Vanpaemel, Wolf']",Article,Psychonomic Bulletin & Review,25,1,69
Mind the gap: Temporal discontinuities in observed activity streams influence perceived duration of actions,https://doi.org/10.3758/s13423-017-1239-2,2017,"['Garsoffky, Bärbel', 'Huff, Markus', 'Schwan, Stephan']",Brief Report,Psychonomic Bulletin & Review,24,5,2
Non-obvious influences on perception-action abilities,https://doi.org/10.3758/s13423-016-1223-2,2017,"['Turvey, Michael T.', 'Sheya, Adam']",Brief Report,Psychonomic Bulletin & Review,24,5,14
Algebraic reasoning and bat-and-ball problem variants: Solving isomorphic algebra first facilitates problem solving later,https://doi.org/10.3758/s13423-017-1241-8,2017,"['Hoover, Jerome D.', 'Healy, Alice F.']",Brief Report,Psychonomic Bulletin & Review,24,6,27
On t﻿he distinction between value-driven attention and selection history: Evidence from individuals with depressive symptoms,https://doi.org/10.3758/s13423-017-1240-9,2017,"['Anderson, Brian A.', 'Chiu, Michelle', 'DiBartolo, Michelle M.', 'Leal, Stephanie L.']",Brief Report,Psychonomic Bulletin & Review,24,5,37
Musical competence and phoneme perception in a foreign language,https://doi.org/10.3758/s13423-017-1244-5,2017,"['Swaminathan, Swathi', 'Schellenberg, E. Glenn']",Brief Report,Psychonomic Bulletin & Review,24,6,32
Dunning–Kruger effects in reasoning: Theoretical implications of the failure to recognize incompetence,https://doi.org/10.3758/s13423-017-1242-7,2017,"['Pennycook, Gordon', 'Ross, Robert M.', 'Koehler, Derek J.', 'Fugelsang, Jonathan A.']",Theoretical Review,Psychonomic Bulletin & Review,24,6,122
Not all choices are created equal: Task-relevant choices enhance motor learning compared to task-irrelevant choices,https://doi.org/10.3758/s13423-017-1250-7,2017,"['Carter, Michael J.', 'Ste-Marie, Diane M.']",Brief Report,Psychonomic Bulletin & Review,24,6,30
Print exposure modulates the effects of repetition priming during sentence reading,https://doi.org/10.3758/s13423-017-1248-1,2017,"['Lowder, Matthew W.', 'Gordon, Peter C.']",Brief Report,Psychonomic Bulletin & Review,24,6,13
Ego depletion in visual perception: Ego-depleted viewers experience less ambiguous figure reversal,https://doi.org/10.3758/s13423-017-1247-2,2017,"['Wimmer, Marina C.', 'Stirk, Steven', 'Hancock, Peter J. B.']",Brief Report,Psychonomic Bulletin & Review,24,5,3
Episodic retrieval and the SNARC effect,https://doi.org/10.3758/s13423-017-1253-4,2017,"['Dixon, Peter']",Brief Report,Psychonomic Bulletin & Review,24,6,6
Computational cognitive modeling of the temporal dynamics of fatigue from sleep loss,https://doi.org/10.3758/s13423-017-1243-6,2017,"['Walsh, Matthew M.', 'Gunzelmann, Glenn', 'Van Dongen, Hans P. A.']",Theoretical Review,Psychonomic Bulletin & Review,24,6,26
"Intentionality and meta-awareness of mind wandering: Are they one and the same, or distinct dimensions?",https://doi.org/10.3758/s13423-017-1249-0,2017,"['Seli, Paul', 'Ralph, Brandon C. W.', 'Risko, Evan F.', 'W. Schooler, Jonathan', 'Schacter, Daniel L.', 'Smilek, Daniel']",Theoretical Review,Psychonomic Bulletin & Review,24,6,43
Organized simultaneous displays facilitate learning of complex natural science categories,https://doi.org/10.3758/s13423-017-1251-6,2017,"['Meagher, Brian J.', 'Carvalho, Paulo F.', 'Goldstone, Robert L.', 'Nosofsky, Robert M.']",Brief Report,Psychonomic Bulletin & Review,24,6,13
Bayes factor design analysis: Planning for compelling evidence,https://doi.org/10.3758/s13423-017-1230-y,2018,"['Schönbrodt, Felix D.', 'Wagenmakers, Eric-Jan']",Brief Report,Psychonomic Bulletin & Review,25,1,388
Another chance for good reasoning,https://doi.org/10.3758/s13423-017-1252-5,2017,"['Pighin, Stefania', 'Tentori, Katya', 'Girotto, Vittorio']",Brief Report,Psychonomic Bulletin & Review,24,6,10
Common region wins the competition between extrinsic grouping cues: Evidence from a task without explicit attention to grouping,https://doi.org/10.3758/s13423-017-1254-3,2017,"['Montoro, Pedro R.', 'Villalba-García, Cristina', 'Luna, Dolores', 'Hinojosa, José A.']",Brief Report,Psychonomic Bulletin & Review,24,6,10
A diffusion decision model analysis of evidence variability in the lexical decision task,https://doi.org/10.3758/s13423-017-1259-y,2017,"['Tillman, Gabriel', 'Osth, Adam F.', 'van Ravenzwaaij, Don', 'Heathcote, Andrew']",Brief Report,Psychonomic Bulletin & Review,24,6,7
Unpacking buyer-seller differences in valuation from experience: A cognitive modeling approach,https://doi.org/10.3758/s13423-017-1237-4,2017,"['Pachur, Thorsten', 'Scheibehenne, Benjamin']",Theoretical Review,Psychonomic Bulletin & Review,24,6,6
"Alpha, beta: The rhythm of the attentional blink",https://doi.org/10.3758/s13423-017-1257-0,2017,"['Shapiro, Kimron L.', 'Hanslmayr, Simon', 'Enns, James T.', 'Lleras, Alejandro']",Brief Report,Psychonomic Bulletin & Review,24,6,27
Evaluating everyday explanations,https://doi.org/10.3758/s13423-017-1258-z,2017,"['Zemla, Jeffrey C.', 'Sloman, Steven', 'Bechlivanidis, Christos', 'Lagnado, David A.']",Brief Report,Psychonomic Bulletin & Review,24,5,55
The dynamics of multimodal integration: The averaging diffusion model,https://doi.org/10.3758/s13423-017-1255-2,2017,"['Turner, Brandon M.', 'Gao, Juan', 'Koenig, Scott', 'Palfy, Dylan', 'L. McClelland, James']",Theoretical Review,Psychonomic Bulletin & Review,24,6,13
Sensitivity to the prototype in children with high-functioning autism spectrum disorder: An example of Bayesian cognitive psychometrics,https://doi.org/10.3758/s13423-017-1245-4,2018,"['Voorspoels, Wouter', 'Rutten, Isa', 'Bartlema, Annelies', 'Tuerlinckx, Francis', 'Vanpaemel, Wolf']",Original Research,Psychonomic Bulletin & Review,25,1,7
Effects of average uncertainty and trial-type frequency on choice response time: A hierarchical extension of Hick/Hyman Law,https://doi.org/10.3758/s13423-017-1263-2,2017,"['Mordkoff, J. Toby']",Brief Report,Psychonomic Bulletin & Review,24,6,6
Jumping the gun: Faster response latencies to deceptive questions in a realistic scenario,https://doi.org/10.3758/s13423-016-1218-z,2017,"['Mapala, Tessa', 'Warmelink, Lara', 'Linkenauger, Sally A.']",Brief Report,Psychonomic Bulletin & Review,24,4,2
The costs of target prioritization and the external requirements for using a recall-to-reject strategy in memory exclusion tasks: a meta-analysis,https://doi.org/10.3758/s13423-017-1256-1,2017,"['Rosburg, Timm', 'Mecklinger, Axel']",Theoretical Review,Psychonomic Bulletin & Review,24,6,N/A
The puzzle of study time allocation for the most challenging items,https://doi.org/10.3758/s13423-017-1261-4,2017,"['Undorf, Monika', 'Ackerman, Rakefet']",Brief Report,Psychonomic Bulletin & Review,24,6,39
Aging enhances cognitive biases to friends but not the self,https://doi.org/10.3758/s13423-017-1264-1,2017,"['Sui, Jie', 'Humphreys, Glyn W.']",Brief Report,Psychonomic Bulletin & Review,24,6,28
The Perceptual Basis of Vast Space,https://doi.org/10.3758/s13423-017-1265-0,2017,"['Klatzky, Roberta L.', 'Thompson, William B.', 'Stefanucci, Jeanine K.', 'Gill, Devin', 'McGee, D. Kevin']",Brief Report,Psychonomic Bulletin & Review,24,6,13
Why did I do that? Explaining actions activated outside of awareness,https://doi.org/10.3758/s13423-017-1260-5,2017,"['Gantman, Ana P.', 'Adriaanse, Marieke A.', 'Gollwitzer, Peter M.', 'Oettingen, Gabriele']",Brief Report,Psychonomic Bulletin & Review,24,5,13
Meeting the challenge of the Psychonomic Society’s 2012 Guidelines on Statistical Issues: Some success and some room for improvement,https://doi.org/10.3758/s13423-017-1267-y,2017,"['Morris, Peter E.', 'Fritz, Catherine O.']",Brief Report,Psychonomic Bulletin & Review,24,6,3
Maintenance of memory for melodies: Articulation or attentional refreshing?,https://doi.org/10.3758/s13423-017-1269-9,2017,"['Nees, Michael A.', 'Corrini, Ellen', 'Leong, Peri', 'Harris, Joanna']",Brief Report,Psychonomic Bulletin & Review,24,6,8
Revisiting the role of language in spatial cognition: Categorical perception of spatial relations in English and Korean speakers,https://doi.org/10.3758/s13423-017-1268-x,2017,"['Holmes, Kevin J.', 'Moty, Kelsey', 'Regier, Terry']",Brief Report,Psychonomic Bulletin & Review,24,6,11
Four reasons to prefer Bayesian analyses over significance testing,https://doi.org/10.3758/s13423-017-1266-z,2018,"['Dienes, Zoltan', 'Mclatchie, Neil']",Article,Psychonomic Bulletin & Review,25,1,227
"Right away: A late, right-lateralized category effect complements an early, left-lateralized category effect in visual search",https://doi.org/10.3758/s13423-017-1246-3,2017,"['Constable, Merryn D.', 'Becker, Stefanie I.']",Brief Report,Psychonomic Bulletin & Review,24,5,6
Testing the validity of conflict drift-diffusion models for use in estimating cognitive processes: A parameter-recovery study,https://doi.org/10.3758/s13423-017-1271-2,2018,"['White, Corey N.', 'Servant, Mathieu', 'Logan, Gordon D.']",Theoretical Review,Psychonomic Bulletin & Review,25,1,84
The effect of character contextual diversity on eye movements in Chinese sentence reading,https://doi.org/10.3758/s13423-017-1278-8,2017,"['Chen, Qingrong', 'Zhao, Guoxia', 'Huang, Xin', 'Yang, Yiming', 'Tanenhaus, Michael K.']",Brief Report,Psychonomic Bulletin & Review,24,6,6
What is the time course of working memory attentional refreshing?,https://doi.org/10.3758/s13423-017-1282-z,2018,"['Lemaire, Benoît', 'Pageot, Aurore', 'Plancher, Gaën', 'Portrat, Sophie']",Theoretical Review,Psychonomic Bulletin & Review,25,1,38
The time course of morphological processing during spoken word recognition in Chinese,https://doi.org/10.3758/s13423-017-1274-z,2017,"['Shen, Wei', 'Qu, Qingqing', 'Ni, Aiping', 'Zhou, Junyi', 'Li, Xingshan']",Brief Report,Psychonomic Bulletin & Review,24,6,2
The scope of formal explanation,https://doi.org/10.3758/s13423-017-1276-x,2017,"['Prasada, Sandeep']",Brief Report,Psychonomic Bulletin & Review,24,5,12
Contextual utility affects the perceived quality of explanations,https://doi.org/10.3758/s13423-017-1275-y,2017,"['Vasilyeva, Nadya', 'Wilkenfeld, Daniel', 'Lombrozo, Tania']",Brief Report,Psychonomic Bulletin & Review,24,5,22
Neural evidence for predictive coding in auditory cortex during speech production,https://doi.org/10.3758/s13423-017-1284-x,2018,"['Okada, Kayoko', 'Matchin, William', 'Hickok, Gregory']",Brief Report,Psychonomic Bulletin & Review,25,1,41
Introduction to Bayesian Inference for Psychology,https://doi.org/10.3758/s13423-017-1262-3,2018,"['Etz, Alexander', 'Vandekerckhove, Joachim']",Article,Psychonomic Bulletin & Review,25,1,127
Reconstructing the recent visual past: Hierarchical knowledge-based effects in visual working memory,https://doi.org/10.3758/s13423-017-1277-9,2017,"['Poirier, Marie', 'Heussen, Daniel', 'Aldrovandi, Silvio', 'Daniel, Lauren', 'Tasnim, Saiyara', 'Hampton, James A.']",Brief Report,Psychonomic Bulletin & Review,24,6,2
Explanation can cause Forgetting: Memory Dynamics in the Generation of New Arguments,https://doi.org/10.3758/s13423-017-1283-y,2017,"['Soares, Julia S.', 'Storm, Benjamin C.']",Brief Report,Psychonomic Bulletin & Review,24,5,2
Cross-linguistic transfer in bilinguals reading in two alphabetic orthographies: The grain size accommodation hypothesis,https://doi.org/10.3758/s13423-017-1273-0,2018,"['Lallier, Marie', 'Carreiras, Manuel']",Theoretical Review,Psychonomic Bulletin & Review,25,1,50
The log–linear response function of the bounded number-line task is unrelated to the psychological representation of quantity,https://doi.org/10.3758/s13423-017-1290-z,2018,"['Cohen, Dale J.', 'Quinlan, Philip T.']",Brief Report,Psychonomic Bulletin & Review,25,1,18
Learning from one’s own errors and those of others,https://doi.org/10.3758/s13423-017-1287-7,2018,"['Metcalfe, Janet', 'Xu, Judy']",Brief Report,Psychonomic Bulletin & Review,25,1,22
Emotional intelligence buffers the effect of physiological arousal on dishonesty,https://doi.org/10.3758/s13423-017-1285-9,2018,"['Pittarello, Andrea', 'Conte, Beatrice', 'Caserotti, Marta', 'Scrimin, Sara', 'Rubaltelli, Enrico']",Brief Report,Psychonomic Bulletin & Review,25,1,11
Bayesian data analysis for newcomers,https://doi.org/10.3758/s13423-017-1272-1,2018,"['Kruschke, John K.', 'Liddell, Torrin M.']",Brief Report,Psychonomic Bulletin & Review,25,1,248
How orthographic-specific characteristics shape letter position coding: The case of Thai script,https://doi.org/10.3758/s13423-017-1279-7,2018,"['Perea, Manuel', 'Winskel, Heather', 'Gomez, Pablo']",Brief Report,Psychonomic Bulletin & Review,25,1,9
"Less approach, more avoidance: Response inhibition has motivational consequences for sexual stimuli that reflect changes in affective value not a lingering global brake on behavior",https://doi.org/10.3758/s13423-017-1291-y,2018,"['Driscoll, Rachel L.', 'de Launay, Keelia Quinn', 'Fenske, Mark J.']",Brief Report,Psychonomic Bulletin & Review,25,1,10
Timing a week later: The role of long-term memory in temporal preparation,https://doi.org/10.3758/s13423-017-1270-3,2017,"['Mattiesing, Rozemarijn M.', 'Kruijne, Wouter', 'Meeter, Martijn', 'Los, Sander A.']",Brief Report,Psychonomic Bulletin & Review,24,6,19
Watching diagnoses develop: Eye movements reveal symptom processing during diagnostic reasoning,https://doi.org/10.3758/s13423-017-1294-8,2017,"['Scholz, Agnes', 'Krems, Josef F.', 'Jahn, Georg']",Article,Psychonomic Bulletin & Review,24,5,8
Generating explanations via analogical comparison,https://doi.org/10.3758/s13423-017-1289-5,2017,"['Hoyos, Christian', 'Gentner, Dedre']",Brief Report,Psychonomic Bulletin & Review,24,5,19
Distributed representations of action sequences in anterior cingulate cortex: A recurrent neural network approach,https://doi.org/10.3758/s13423-017-1280-1,2018,"['Shahnazian, Danesh', 'Holroyd, Clay B.']",Theoretical Review,Psychonomic Bulletin & Review,25,1,23
Influences of speech familiarity on immediate perception and final comprehension,https://doi.org/10.3758/s13423-017-1297-5,2018,"['Perry, Lynn K.', 'Mech, Emily N.', 'MacDonald, Maryellen C.', 'Seidenberg, Mark S.']",Brief Report,Psychonomic Bulletin & Review,25,1,8
A critical reexamination of doing arithmetic nonconsciously,https://doi.org/10.3758/s13423-017-1292-x,2018,"['Moors, Pieter', 'Hesselmann, Guido']",Article,Psychonomic Bulletin & Review,25,1,26
The effect of food deprivation on human resolving power,https://doi.org/10.3758/s13423-017-1296-6,2018,"['Zitron-Emanuel, Noa', 'Ganel, Tzvi']",Brief Report,Psychonomic Bulletin & Review,25,1,8
Empirical evidence for resource-rational anchoring and adjustment,https://doi.org/10.3758/s13423-017-1288-6,2018,"['Lieder, Falk', 'Griffiths, Thomas L.', 'M. Huys, Quentin J.', 'Goodman, Noah D.']",Brief Report,Psychonomic Bulletin & Review,25,2,20
