Journal,Volume,Issue,Publication Year,Title,Authors,Author Affiliations,Pages,Type,DOI,PDF Link,Article URL,Citations
Psychological Science,21,9,2010,"Color Channels, Not Color Appearance or Color Categories, Guide Visual Search for Desaturated Color Targets","Delwin T. Lindsey, Angela M. Brown, Ester Reijnen, Anina N. Rich",,pp. 1208–1214,Research article,https://doi.org/10.1177/0956797610379861,https://journals.sagepub.com/doi/reader/10.1177/0956797610379861,https://journals.sagepub.com/doi/abs/10.1177/0956797610379861,
Psychological Science,21,9,2010,A Functional Role for Motor Simulation in Identifying Tools,"Jessica K. Witt, David Kemmerer, Sally A. Linkenauger, Jody Culham",,pp. 1215–1219,Research article,https://doi.org/10.1177/0956797610378307,https://journals.sagepub.com/doi/reader/10.1177/0956797610378307,https://journals.sagepub.com/doi/abs/10.1177/0956797610378307,
Psychological Science,21,9,2010,Moving the Eye of the Beholder: Motor Components in Vision Determine Aesthetic Preference,Sascha Topolinski,,pp. 1220–1224,Research article,https://doi.org/10.1177/0956797610378308,https://journals.sagepub.com/doi/reader/10.1177/0956797610378308,https://journals.sagepub.com/doi/abs/10.1177/0956797610378308,
Psychological Science,21,9,2010,"I Suppress, Therefore I Smoke: Effects of Thought Suppression on Smoking Behavior","James A.K. Erskine, George J. Georgiou, Lia Kvavilashvili",,pp. 1225–1230,Research article,https://doi.org/10.1177/0956797610378687,https://journals.sagepub.com/doi/reader/10.1177/0956797610378687,https://journals.sagepub.com/doi/abs/10.1177/0956797610378687,
Psychological Science,21,9,2010,Do Decisions Shape Preference?: Evidence From Blind Choice,"Tali Sharot, Cristina M. Velasquez, Raymond J. Dolan",,pp. 1231–1235,Research article,https://doi.org/10.1177/0956797610379235,https://journals.sagepub.com/doi/reader/10.1177/0956797610379235,https://journals.sagepub.com/doi/abs/10.1177/0956797610379235,
Psychological Science,21,9,2010,The Effect of Creative Labor on Property-Ownership Transfer by Preschool Children and Adults,"Patricia Kanngiesser, Nathalia Gjersoe, Bruce M. Hood",,pp. 1236–1241,Research article,https://doi.org/10.1177/0956797610380701,https://journals.sagepub.com/doi/reader/10.1177/0956797610380701,https://journals.sagepub.com/doi/abs/10.1177/0956797610380701,
Psychological Science,21,9,2010,Delayed Reentrant Processing Impairs Visual Awareness: An Object-Substitution-Masking Study,"Paul E. Dux, Troy A.W. Visser, Stephanie C. Goodhew, Ottmar V. Lipp",,pp. 1242–1247,Research article,https://doi.org/10.1177/0956797610379866,https://journals.sagepub.com/doi/reader/10.1177/0956797610379866,https://journals.sagepub.com/doi/abs/10.1177/0956797610379866,
Psychological Science,21,9,2010,Anti-Expression Aftereffects Reveal Prototype-Referenced Coding of Facial Expressions,"Andrew L. Skinner, Christopher P. Benton",,pp. 1248–1253,Research article,https://doi.org/10.1177/0956797610380702,https://journals.sagepub.com/doi/reader/10.1177/0956797610380702,https://journals.sagepub.com/doi/abs/10.1177/0956797610380702,
Psychological Science,21,9,2010,Attention Affects Visual Perceptual Processing Near the Hand,"Joshua D. Cosman, Shaun P. Vecera",,pp. 1254–1258,Research article,https://doi.org/10.1177/0956797610380697,https://journals.sagepub.com/doi/reader/10.1177/0956797610380697,https://journals.sagepub.com/doi/abs/10.1177/0956797610380697,
Psychological Science,21,9,2010,I Feel Your Voice: Cultural Differences in the Multisensory Perception of Emotion,"Akihiro Tanaka, Ai Koizumi, Hisato Imai, Saori Hiramatsu",,pp. 1259–1262,Research article,https://doi.org/10.1177/0956797610380698,https://journals.sagepub.com/doi/reader/10.1177/0956797610380698,https://journals.sagepub.com/doi/abs/10.1177/0956797610380698,
Psychological Science,21,9,2010,Overcoming Fixation: Creative Problem Solving and Retrieval-Induced Forgetting,"Benjamin C. Storm, Genna Angello",,pp. 1263–1265,Research article,https://doi.org/10.1177/0956797610379864,https://journals.sagepub.com/doi/reader/10.1177/0956797610379864,https://journals.sagepub.com/doi/abs/10.1177/0956797610379864,
Psychological Science,21,9,2010,Family Background Buys an Education in Minnesota but Not in Sweden,"Wendy Johnson, Ian J. Deary, Karri Silventoinen, Per Tynelius, Finn Rasmussen",,pp. 1266–1273,Research article,https://doi.org/10.1177/0956797610379233,https://journals.sagepub.com/doi/reader/10.1177/0956797610379233,https://journals.sagepub.com/doi/abs/10.1177/0956797610379233,
Psychological Science,21,9,2010,Linear Numerical-Magnitude Representations Aid Children’s Memory for Numbers,"Clarissa A. Thompson, Robert S. Siegler",,pp. 1274–1281,Research article,https://doi.org/10.1177/0956797610378309,https://journals.sagepub.com/doi/reader/10.1177/0956797610378309,https://journals.sagepub.com/doi/abs/10.1177/0956797610378309,
Psychological Science,21,9,2010,Predicting Sensation Seeking From Dopamine Genes: A Candidate-System Approach,"Jaime Derringer, Robert F. Krueger, Danielle M. Dick, Scott Saccone",,pp. 1282–1290,Research article,https://doi.org/10.1177/0956797610380699,https://journals.sagepub.com/doi/reader/10.1177/0956797610380699,https://journals.sagepub.com/doi/abs/10.1177/0956797610380699,
Psychological Science,21,9,2010,Observation Inflation: Your Actions Become Mine,"Isabel Lindner, Gerald Echterhoff, Patrick S.R. Davidson, Matthias Brand",,pp. 1291–1299,Research article,https://doi.org/10.1177/0956797610379860,https://journals.sagepub.com/doi/reader/10.1177/0956797610379860,https://journals.sagepub.com/doi/abs/10.1177/0956797610379860,
Psychological Science,21,9,2010,Eye Movements During Mindless Reading,"Erik D. Reichle, Andrew E. Reineberg, Jonathan W. Schooler",,pp. 1300–1310,Research article,https://doi.org/10.1177/0956797610378686,https://journals.sagepub.com/doi/reader/10.1177/0956797610378686,https://journals.sagepub.com/doi/abs/10.1177/0956797610378686,
Psychological Science,21,9,2010,The Ecology of Automaticity: How Situational Contingencies Shape Action Semantics and Social Behavior,"Joseph Cesario, Jason E. Plaks, Nao Hagiwara, Carlos David Navarrete, E. Tory Higgins",,pp. 1311–1317,Research article,https://doi.org/10.1177/0956797610378685,https://journals.sagepub.com/doi/reader/10.1177/0956797610378685,https://journals.sagepub.com/doi/abs/10.1177/0956797610378685,
Psychological Science,21,9,2010,Illusory Shrinkage and Growth: Body-Based Rescaling Affects the Perception of Size,"Sally A. Linkenauger, Veronica Ramenzoni, Dennis R. Proffitt",,pp. 1318–1325,Research article,https://doi.org/10.1177/0956797610380700,https://journals.sagepub.com/doi/reader/10.1177/0956797610380700,https://journals.sagepub.com/doi/abs/10.1177/0956797610380700,
Psychological Science,21,9,2010,The Heartbrake of Social Rejection: Heart Rate Deceleration in Response to Unexpected Peer Rejection,"Bregtje Gunther Moor, Eveline A. Crone, Maurits W. van der Molen",,pp. 1326–1333,Research article,https://doi.org/10.1177/0956797610379236,https://journals.sagepub.com/doi/reader/10.1177/0956797610379236,https://journals.sagepub.com/doi/abs/10.1177/0956797610379236,
Psychological Science,21,9,2010,Nonbelieved Memories,"Giuliana Mazzoni, Alan Scoboria, Lucy Harvey",,pp. 1334–1340,Research article,https://doi.org/10.1177/0956797610379865,https://journals.sagepub.com/doi/reader/10.1177/0956797610379865,https://journals.sagepub.com/doi/abs/10.1177/0956797610379865,
Psychological Science,21,9,2010,Emotion Differentiation as Resilience Against Excessive Alcohol Use: An Ecological Momentary Assessment in Underage Social Drinkers,"Todd B. Kashdan, Patty Ferssizidis, R. Lorraine Collins, Mark Muraven",,pp. 1341–1347,Research article,https://doi.org/10.1177/0956797610379863,https://journals.sagepub.com/doi/reader/10.1177/0956797610379863,https://journals.sagepub.com/doi/abs/10.1177/0956797610379863,
Psychological Science,21,9,2010,"The Pursuit of Happiness: Time, Money, and Social Connection",Cassie Mogilner,,pp. 1348–1354,Research article,https://doi.org/10.1177/0956797610380696,https://journals.sagepub.com/doi/reader/10.1177/0956797610380696,https://journals.sagepub.com/doi/abs/10.1177/0956797610380696,
Psychological Science,21,10,2010,Power Posing: Brief Nonverbal Displays Affect Neuroendocrine Levels and Risk Tolerance,"Dana R. Carney, Amy J.C. Cuddy, Andy J. Yap",,pp. 1363–1368,Research article,https://doi.org/10.1177/0956797610383437,https://journals.sagepub.com/doi/reader/10.1177/0956797610383437,https://journals.sagepub.com/doi/abs/10.1177/0956797610383437,
Psychological Science,21,10,2010,Explaining the Effect of Education on Health: A Field Study in Ghana,"Ellen Peters, David P. Baker, Nathan F. Dieckmann, Juan Leon, John Collins",,pp. 1369–1376,Research article,https://doi.org/10.1177/0956797610381506,https://journals.sagepub.com/doi/reader/10.1177/0956797610381506,https://journals.sagepub.com/doi/abs/10.1177/0956797610381506,
Psychological Science,21,10,2010,When Mental Inflexibility Facilitates Executive Control: Beneficial Side Effects of Ruminative Tendencies on Goal Maintenance,"Lee J. Altamirano, Akira Miyake, Anson J. Whitmer",,pp. 1377–1382,Research article,https://doi.org/10.1177/0956797610381505,https://journals.sagepub.com/doi/reader/10.1177/0956797610381505,https://journals.sagepub.com/doi/abs/10.1177/0956797610381505,
Psychological Science,21,10,2010,Overheard Cell-Phone Conversations: When Less Speech Is More Distracting,"Lauren L. Emberson, Gary Lupyan, Michael H. Goldstein, Michael J. Spivey",,pp. 1383–1388,Research article,https://doi.org/10.1177/0956797610382126,https://journals.sagepub.com/doi/reader/10.1177/0956797610382126,https://journals.sagepub.com/doi/abs/10.1177/0956797610382126,
Psychological Science,21,10,2010,The Implicit “Go”: Masked Action Cues Directly Mobilize Mental Effort,"Guido H.E. Gendolla, Nicolas Silvestrini",,pp. 1389–1393,Research article,https://doi.org/10.1177/0956797610384149,https://journals.sagepub.com/doi/reader/10.1177/0956797610384149,https://journals.sagepub.com/doi/abs/10.1177/0956797610384149,
Psychological Science,21,10,2010,The Outcast-Lash-Out Effect in Youth: Alienation Increases Aggression Following Peer Rejection,"Albert Reijntjes, Sander Thomaes, Brad J. Bushman, Paul A. Boelen",,pp. 1394–1398,Research article,https://doi.org/10.1177/0956797610381509,https://journals.sagepub.com/doi/reader/10.1177/0956797610381509,https://journals.sagepub.com/doi/abs/10.1177/0956797610381509,
Psychological Science,21,10,2010,Psychopaths Are Impaired in Social Exchange and Precautionary Reasoning,"Elsa Ermer, Kent A. Kiehl",,pp. 1399–1405,Research article,https://doi.org/10.1177/0956797610384148,https://journals.sagepub.com/doi/reader/10.1177/0956797610384148,https://journals.sagepub.com/doi/abs/10.1177/0956797610384148,
Psychological Science,21,10,2010,The Art of Anger: Reward Context Turns Avoidance Responses to Anger-Related Objects Into Approach,"Henk Aarts, Kirsten I. Ruys, Harm Veling, Robert A. Renes",,pp. 1406–1410,Research article,https://doi.org/10.1177/0956797610384152,https://journals.sagepub.com/doi/reader/10.1177/0956797610384152,https://journals.sagepub.com/doi/abs/10.1177/0956797610384152,
Psychological Science,21,10,2010,Stereotype Threat Affects Financial Decision Making,"Priyanka B. Carr, Claude M. Steele",,pp. 1411–1416,Research article,https://doi.org/10.1177/0956797610384146,https://journals.sagepub.com/doi/reader/10.1177/0956797610384146,https://journals.sagepub.com/doi/abs/10.1177/0956797610384146,
Psychological Science,21,10,2010,"The Emotional Timeline of September 11, 2001","Mitja D. Back, Albrecht C.P. Küfner, Boris Egloff",,pp. 1417–1419,Research article,https://doi.org/10.1177/0956797610382124,https://journals.sagepub.com/doi/reader/10.1177/0956797610382124,https://journals.sagepub.com/doi/abs/10.1177/0956797610382124,
Psychological Science,21,10,2010,Thin-Slicing Divorce: Thirty Seconds of Information Predict Changes in Psychological Adjustment Over 90 Days,"Ashley E. Mason, David A. Sbarra, Matthias R. Mehl",,pp. 1420–1422,Research article,https://doi.org/10.1177/0956797610381507,https://journals.sagepub.com/doi/reader/10.1177/0956797610381507,https://journals.sagepub.com/doi/abs/10.1177/0956797610381507,
Psychological Science,21,10,2010,Dirty Hands and Dirty Mouths: Embodiment of the Moral-Purity Metaphor Is Specific to the Motor Modality Involved in Moral Transgression,"Spike W.S. Lee, Norbert Schwarz",,pp. 1423–1425,Research article,https://doi.org/10.1177/0956797610382788,https://journals.sagepub.com/doi/reader/10.1177/0956797610382788,https://journals.sagepub.com/doi/abs/10.1177/0956797610382788,
Psychological Science,21,10,2010,Oxytocin Selectively Improves Empathic Accuracy,"Jennifer A. Bartz, Jamil Zaki, Niall Bolger, Eric Hollander",,pp. 1426–1428,Research article,https://doi.org/10.1177/0956797610383439,https://journals.sagepub.com/doi/reader/10.1177/0956797610383439,https://journals.sagepub.com/doi/abs/10.1177/0956797610383439,
Psychological Science,21,10,2010,Are Coarse Scales Sufficient for Fast Detection of Visual Threat?,"Martial Mermillod, Sylvie Droit-Volet, Damien Devaux",,pp. 1429–1437,Research article,https://doi.org/10.1177/0956797610381503,https://journals.sagepub.com/doi/reader/10.1177/0956797610381503,https://journals.sagepub.com/doi/abs/10.1177/0956797610381503,
Psychological Science,21,10,2010,Comparing Gains and Losses,"A. Peter McGraw, Jeff T. Larsen, Daniel Kahneman, David Schkade",,pp. 1438–1445,Research article,https://doi.org/10.1177/0956797610381504,https://journals.sagepub.com/doi/reader/10.1177/0956797610381504,https://journals.sagepub.com/doi/abs/10.1177/0956797610381504,
Psychological Science,21,10,2010,From the Most Fleeting of Glimpses: On the Time Course for the Extraction of Distance Information,"Daniel A. Gajewski, John W. Philbeck, Stephen Pothier, David Chichka",,pp. 1446–1453,Research article,https://doi.org/10.1177/0956797610381508,https://journals.sagepub.com/doi/reader/10.1177/0956797610381508,https://journals.sagepub.com/doi/abs/10.1177/0956797610381508,
Psychological Science,21,10,2010,Right Orbitofrontal Cortex Mediates Conscious Olfactory Perception,"Wen Li, Leonardo Lopez, Jason Osher, James D. Howard, Todd B. Parrish, Jay A. Gottfried",,pp. 1454–1463,Research article,https://doi.org/10.1177/0956797610382121,https://journals.sagepub.com/doi/reader/10.1177/0956797610382121,https://journals.sagepub.com/doi/abs/10.1177/0956797610382121,
Psychological Science,21,10,2010,Direct Evidence for the Role of Inhibition in Resolving Interference in Memory,"M. Karl Healey, Karen L. Campbell, Lynn Hasher, Lynn Ossher",,pp. 1464–1470,Research article,https://doi.org/10.1177/0956797610382120,https://journals.sagepub.com/doi/reader/10.1177/0956797610382120,https://journals.sagepub.com/doi/abs/10.1177/0956797610382120,
Psychological Science,21,10,2010,Relational Mobility Explains Between- and Within-Culture Differences in Self-Disclosure to Close Friends,"Joanna Schug, Masaki Yuki, William Maddux",,pp. 1471–1478,Research article,https://doi.org/10.1177/0956797610382786,https://journals.sagepub.com/doi/reader/10.1177/0956797610382786,https://journals.sagepub.com/doi/abs/10.1177/0956797610382786,
Psychological Science,21,10,2010,"Company, Country, Connections: Counterfactual Origins Increase Organizational Commitment, Patriotism, and Social Investment","Hal Ersner-Hershfield, Adam D. Galinsky, Laura J. Kray, Brayden G. King",,pp. 1479–1486,Research article,https://doi.org/10.1177/0956797610382123,https://journals.sagepub.com/doi/reader/10.1177/0956797610382123,https://journals.sagepub.com/doi/abs/10.1177/0956797610382123,
Psychological Science,21,10,2010,How Magic Changes Our Expectations About Autism,"Gustav Kuhn, Anastasia Kourkoulou, Susan R. Leekam",,pp. 1487–1493,Research article,https://doi.org/10.1177/0956797610383435,https://journals.sagepub.com/doi/reader/10.1177/0956797610383435,https://journals.sagepub.com/doi/abs/10.1177/0956797610383435,
Psychological Science,21,10,2010,Deconstructing Early Life Experiences: Distinguishing the Contributions of Prenatal and Postnatal Factors to Adult Male Sexual Behavior in the Rat,"Cynthia B. de Medeiros, Stephanie L. Rees, Maheleth Llinas",,pp. 1494–1501,Research article,https://doi.org/10.1177/0956797610382122,https://journals.sagepub.com/doi/reader/10.1177/0956797610382122,https://journals.sagepub.com/doi/abs/10.1177/0956797610382122,
Psychological Science,21,10,2010,Spatial Resolution of Conscious Visual Perception in Infants,"Faraz Farzin, Susan M. Rivera, David Whitney",,pp. 1502–1509,Research article,https://doi.org/10.1177/0956797610382787,https://journals.sagepub.com/doi/reader/10.1177/0956797610382787,https://journals.sagepub.com/doi/abs/10.1177/0956797610382787,
Psychological Science,21,10,2010,Missing the Forest for the Trees: Object-Discrimination Learning Blocks Categorization Learning,"Fabian A. Soto, Edward A. Wasserman",,pp. 1510–1517,Research article,https://doi.org/10.1177/0956797610382125,https://journals.sagepub.com/doi/reader/10.1177/0956797610382125,https://journals.sagepub.com/doi/abs/10.1177/0956797610382125,
Psychological Science,21,10,2010,Abstract Structural Representations of Goal-Directed Behavior,"Kachina Allen, Steven Ibara, Amy Seymour, Natalia Cordova, Matthew Botvinick",,pp. 1518–1524,Research article,https://doi.org/10.1177/0956797610383434,https://journals.sagepub.com/doi/reader/10.1177/0956797610383434,https://journals.sagepub.com/doi/abs/10.1177/0956797610383434,
Psychological Science,21,10,2010,A Spontaneous Self-Reference Effect in Memory: Why Some Birthdays Are Harder to Remember Than Others,"Selin Kesebir, Shigehiro Oishi",,pp. 1525–1531,Research article,https://doi.org/10.1177/0956797610383436,https://journals.sagepub.com/doi/reader/10.1177/0956797610383436,https://journals.sagepub.com/doi/abs/10.1177/0956797610383436,
Psychological Science,21,10,2010,Continuous Perception and Graded Categorization: Electrophysiological Evidence for a Linear Relationship Between the Acoustic Signal and Perceptual Encoding of Speech,"Joseph C. Toscano, Bob McMurray, Joel Dennhardt, Steven J. Luck",,pp. 1532–1540,Research article,https://doi.org/10.1177/0956797610384142,https://journals.sagepub.com/doi/reader/10.1177/0956797610384142,https://journals.sagepub.com/doi/abs/10.1177/0956797610384142,
Psychological Science,21,10,2010,"Young Children Have a Specific, Highly Robust Bias to Trust Testimony","Vikram K. Jaswal, A. Carrington Croft, Alison R. Setia, Caitlin A. Cole",,pp. 1541–1547,Research article,https://doi.org/10.1177/0956797610383438,https://journals.sagepub.com/doi/reader/10.1177/0956797610383438,https://journals.sagepub.com/doi/abs/10.1177/0956797610383438,
Psychological Science,21,11,2010,Scene Memory Is More Detailed Than You Think: The Role of Categories in Visual Long-Term Memory,"Talia Konkle, Timothy F. Brady, George A. Alvarez, Aude Oliva",,pp. 1551–1556,Research article,https://doi.org/10.1177/0956797610385359,https://journals.sagepub.com/doi/reader/10.1177/0956797610385359,https://journals.sagepub.com/doi/abs/10.1177/0956797610385359,
Psychological Science,21,11,2010,Yes We Can!: Prejudice Reduction Through Seeing (Inequality) and Believing (in Social Change),"Tracie L. Stewart, Ioana M. Latu, Nyla R. Branscombe, H. Ted Denney",,pp. 1557–1562,Research article,https://doi.org/10.1177/0956797610385354,https://journals.sagepub.com/doi/reader/10.1177/0956797610385354,https://journals.sagepub.com/doi/abs/10.1177/0956797610385354,
Psychological Science,21,11,2010,On “Feeling Right” in Cultural Contexts: How Person-Culture Match Affects Self-Esteem and Subjective Well-Being,"C. Ashley Fulmer, Michele J. Gelfand, Arie W. Kruglanski, Chu Kim-Prieto",,pp. 1563–1569,Research article,https://doi.org/10.1177/0956797610384742,https://journals.sagepub.com/doi/reader/10.1177/0956797610384742,https://journals.sagepub.com/doi/abs/10.1177/0956797610384742,
Psychological Science,21,11,2010,Do Babies Learn From Baby Media?,"Judy S. DeLoache, Cynthia Chiong, Kathleen Sherman, Nadia Islam",,pp. 1570–1574,Research article,https://doi.org/10.1177/0956797610384145,https://journals.sagepub.com/doi/reader/10.1177/0956797610384145,https://journals.sagepub.com/doi/abs/10.1177/0956797610384145,
Psychological Science,21,11,2010,Facing Freeze: Social Threat Induces Bodily Freeze in Humans,"Karin Roelofs, Muriel A. Hagenaars, John Stins",,pp. 1575–1581,Research article,https://doi.org/10.1177/0956797610384746,https://journals.sagepub.com/doi/reader/10.1177/0956797610384746,https://journals.sagepub.com/doi/abs/10.1177/0956797610384746,
Psychological Science,21,11,2010,Border Bias: The Belief That State Borders Can Protect Against Disasters,"Arul Mishra, Himanshu Mishra",,pp. 1582–1586,Research article,https://doi.org/10.1177/0956797610385950,https://journals.sagepub.com/doi/reader/10.1177/0956797610385950,https://journals.sagepub.com/doi/abs/10.1177/0956797610385950,
Psychological Science,21,11,2010,In Blind Pursuit of Racial Equality?,"Evan P. Apfelbaum, Kristin Pauker, Samuel R. Sommers, Nalini Ambady",,pp. 1587–1592,Research article,https://doi.org/10.1177/0956797610384741,https://journals.sagepub.com/doi/reader/10.1177/0956797610384741,https://journals.sagepub.com/doi/abs/10.1177/0956797610384741,
Psychological Science,21,11,2010,Dissociable Neural Systems Support Retrieval of How and Why Action Knowledge,"Robert P. Spunt, Emily B. Falk, Matthew D. Lieberman",,pp. 1593–1598,Research article,https://doi.org/10.1177/0956797610386618,https://journals.sagepub.com/doi/reader/10.1177/0956797610386618,https://journals.sagepub.com/doi/abs/10.1177/0956797610386618,
Psychological Science,21,11,2010,In Search of the Silver Lining: The Justice Motive Fosters Perceptions of Benefits in the Later Lives of Tragedy Victims,"Joanna E. Anderson, Aaron C. Kay, Gráinne M. Fitzsimons",,pp. 1599–1604,Research article,https://doi.org/10.1177/0956797610386620,https://journals.sagepub.com/doi/reader/10.1177/0956797610386620,https://journals.sagepub.com/doi/abs/10.1177/0956797610386620,
Psychological Science,21,11,2010,Gesture Changes Thought by Grounding It in Action,"S.L. Beilock, S. Goldin-Meadow",,pp. 1605–1610,Research article,https://doi.org/10.1177/0956797610385353,https://journals.sagepub.com/doi/reader/10.1177/0956797610385353,https://journals.sagepub.com/doi/abs/10.1177/0956797610385353,
Psychological Science,21,11,2010,Does Facial Processing Prioritize Change Detection?: Change Blindness Illustrates Costs and Benefits of Holistic Processing,"Miko M. Wilford, Gary L. Wells",,pp. 1611–1615,Research article,https://doi.org/10.1177/0956797610385952,https://journals.sagepub.com/doi/reader/10.1177/0956797610385952,https://journals.sagepub.com/doi/abs/10.1177/0956797610385952,
Psychological Science,21,11,2010,Culturally Contingent Situated Cognition: Influencing Other People Fosters Analytic Perception in the United States but Not in Japan,"Yuri Miyamoto, Brooke Wilken",,pp. 1616–1622,Research article,https://doi.org/10.1177/0956797610385954,https://journals.sagepub.com/doi/reader/10.1177/0956797610385954,https://journals.sagepub.com/doi/abs/10.1177/0956797610385954,
Psychological Science,21,11,2010,Genetic Evidence for Multiple Biological Mechanisms Underlying In-Group Favoritism,"Gary J. Lewis, Timothy C. Bates",,pp. 1623–1628,Research article,https://doi.org/10.1177/0956797610387439,https://journals.sagepub.com/doi/reader/10.1177/0956797610387439,https://journals.sagepub.com/doi/abs/10.1177/0956797610387439,
Psychological Science,21,11,2010,In the Mood for Adaptation: How Affect Regulates Conflict-Driven Control,"Henk van Steenbergen, Guido P.H. Band, Bernhard Hommel",,pp. 1629–1634,Research article,https://doi.org/10.1177/0956797610385951,https://journals.sagepub.com/doi/reader/10.1177/0956797610385951,https://journals.sagepub.com/doi/abs/10.1177/0956797610385951,
Psychological Science,21,11,2010,Remembrances of Times East: Absolute Spatial Representations of Time in an Australian Aboriginal Community,"Lera Boroditsky, Alice Gaby",,pp. 1635–1639,Research article,https://doi.org/10.1177/0956797610386621,https://journals.sagepub.com/doi/reader/10.1177/0956797610386621,https://journals.sagepub.com/doi/abs/10.1177/0956797610386621,
Psychological Science,21,11,2010,Hard Won and Easily Lost: The Fragile Status of Leaders in Gender-Stereotype-Incongruent Occupations,"Victoria L. Brescoll, Erica Dawson, Eric Luis Uhlmann",,pp. 1640–1642,Research article,https://doi.org/10.1177/0956797610384744,https://journals.sagepub.com/doi/reader/10.1177/0956797610384744,https://journals.sagepub.com/doi/abs/10.1177/0956797610384744,
Psychological Science,21,11,2010,Infants Get Five Stars on Iconic Memory Tests: A Partial-Report Test of 6-Month-Old Infants’ Iconic Memory Capacity,"Erik Blaser, Zsuzsa Kaldy",,pp. 1643–1645,Research article,https://doi.org/10.1177/0956797610385358,https://journals.sagepub.com/doi/reader/10.1177/0956797610385358,https://journals.sagepub.com/doi/abs/10.1177/0956797610385358,
Psychological Science,21,11,2010,Individual Differences in Working Memory Moderate Stereotype-Threat Effects,"Isabelle Régner, Annique Smeding, David Gimmig",,pp. 1646–1648,Research article,https://doi.org/10.1177/0956797610386619,https://journals.sagepub.com/doi/reader/10.1177/0956797610386619,https://journals.sagepub.com/doi/abs/10.1177/0956797610386619,
Psychological Science,21,11,2010,Why Women Apologize More Than Men: Gender Differences in Thresholds for Perceiving Offensive Behavior,"Karina Schumann, Michael Ross",,pp. 1649–1655,Research article,https://doi.org/10.1177/0956797610384150,https://journals.sagepub.com/doi/reader/10.1177/0956797610384150,https://journals.sagepub.com/doi/abs/10.1177/0956797610384150,
Psychological Science,21,11,2010,Learned Liking Versus Inborn Delight: Can Sweetness Give Sensual Pleasure or Is It Just Motivating?,"David A. Booth, Suzanne Higgs, Jennifer Schneider, Isabelle Klinkenberg",,pp. 1656–1663,Research article,https://doi.org/10.1177/0956797610385356,https://journals.sagepub.com/doi/reader/10.1177/0956797610385356,https://journals.sagepub.com/doi/abs/10.1177/0956797610385356,
Psychological Science,21,11,2010,Altering Context Speech Rate Can Cause Words to Appear or Disappear,"Laura C. Dilley, Mark A. Pitt",,pp. 1664–1670,Research article,https://doi.org/10.1177/0956797610384743,https://journals.sagepub.com/doi/reader/10.1177/0956797610384743,https://journals.sagepub.com/doi/abs/10.1177/0956797610384743,
Psychological Science,21,11,2010,Warding Off the Evil Eye: When the Fear of Being Envied Increases Prosocial Behavior,"Niels van de Ven, Marcel Zeelenberg, Rik Pieters",,pp. 1671–1677,Research article,https://doi.org/10.1177/0956797610385352,https://journals.sagepub.com/doi/reader/10.1177/0956797610385352,https://journals.sagepub.com/doi/abs/10.1177/0956797610385352,
Psychological Science,21,11,2010,"The Role of Brain-Derived Neurotrophic Factor Genotype, Parental Depression, and Relationship Discord in Predicting Early-Emerging Negative Emotionality","Elizabeth P. Hayden, Daniel N. Klein, Lea R. Dougherty, Thomas M. Olino",,pp. 1678–1685,Research article,https://doi.org/10.1177/0956797610385357,https://journals.sagepub.com/doi/reader/10.1177/0956797610385357,https://journals.sagepub.com/doi/abs/10.1177/0956797610385357,
Psychological Science,21,11,2010,Ego Depletion—Is It All in Your Head?: Implicit Theories About Willpower Affect Self-Regulation,"Veronika Job, Carol S. Dweck, Gregory M. Walton",,pp. 1686–1693,Research article,https://doi.org/10.1177/0956797610384745,https://journals.sagepub.com/doi/reader/10.1177/0956797610384745,https://journals.sagepub.com/doi/abs/10.1177/0956797610384745,
Psychological Science,21,11,2010,Serial and Free Recall in Children Can Be Improved by Training: Evidence for the Importance of Phonological and Semantic Representations in Immediate Memory Tasks,"Monica Melby-Lervåg, Charles Hulme",,pp. 1694–1700,Research article,https://doi.org/10.1177/0956797610385355,https://journals.sagepub.com/doi/reader/10.1177/0956797610385355,https://journals.sagepub.com/doi/abs/10.1177/0956797610385355,
Psychological Science,21,11,2010,"When in Doubt, Shout!: Paradoxical Influences of Doubt on Proselytizing","David Gal, Derek D. Rucker",,pp. 1701–1707,Research article,https://doi.org/10.1177/0956797610385953,https://journals.sagepub.com/doi/reader/10.1177/0956797610385953,https://journals.sagepub.com/doi/abs/10.1177/0956797610385953,
Psychological Science,21,11,2010,"Exploring How Symptoms of Attention-Deficit/Hyperactivity Disorder Are Related to Reading and Mathematics Performance: General Genes, General Environments","Sara A. Hart, Stephen A. Petrill, Erik Willcutt, Lee A. Thompson",,pp. 1708–1715,Research article,https://doi.org/10.1177/0956797610386617,https://journals.sagepub.com/doi/reader/10.1177/0956797610386617,https://journals.sagepub.com/doi/abs/10.1177/0956797610386617,
Psychological Science,21,11,2010,"Social Class, Contextualism, and Empathic Accuracy","Michael W. Kraus, Stéphane Côté, Dacher Keltner",,pp. 1716–1723,Research article,https://doi.org/10.1177/0956797610387613,https://journals.sagepub.com/doi/reader/10.1177/0956797610387613,https://journals.sagepub.com/doi/abs/10.1177/0956797610387613,
Psychological Science,21,11,2010,It’s Alive!: Animate Motion Captures Visual Attention,"Jay Pratt, Petre V. Radulescu, Ruo Mu Guo, Richard A. Abrams",,pp. 1724–1730,Research article,https://doi.org/10.1177/0956797610387440,https://journals.sagepub.com/doi/reader/10.1177/0956797610387440,https://journals.sagepub.com/doi/abs/10.1177/0956797610387440,
