Title,Article URL,Authors,PDF Link,Article Type
The better-than-my-average effect: The relative impact of peak and average performances in assessments of the self and others,https://www.sciencedirect.com/science/article/pii/S0022103111002873,"Elanor F. Williams, Thomas Gilovich",https://www.sciencedirect.com/science/article/pii/S0022103111002873/pdfft?md5=4143b3b8340decfff664b3620706a36b&pid=1-s2.0-S0022103111002873-main.pdf,Short communication
You deplete me: The cognitive costs of colorblindness on ethnic minorities,https://www.sciencedirect.com/science/article/pii/S002210311100240X,"Deborah Son Holoien, J. Nicole Shelton",https://www.sciencedirect.com/science/article/pii/S002210311100240X/pdfft?md5=46b671a224012557ad6d241804dcecc5&pid=1-s2.0-S002210311100240X-main.pdf,Short communication
"Relationship maintenance and biases on the line bisection task: Attractive alternatives, asymmetrical cortical activity, and approach–avoidance motivation",https://www.sciencedirect.com/science/article/pii/S0022103111002551,"Saul L. Miller, Marjorie L. Prokosch, Jon K. Maner",https://www.sciencedirect.com/science/article/pii/S0022103111002551/pdfft?md5=d09f42cb27e5203f681287e7c31c08ba&pid=1-s2.0-S0022103111002551-main.pdf,Short communication
You promised you'd change: How incremental and entity theorists react to a romantic partner's promised change attempts,https://www.sciencedirect.com/science/article/pii/S0022103111002587,"Lara K. Kammrath, Johanna Peetz",https://www.sciencedirect.com/science/article/pii/S0022103111002587/pdfft?md5=d555b1d8c14e83cce4e5113d38f76d18&pid=1-s2.0-S0022103111002587-main.pdf,Short communication
Can I borrow a feeling? Spillover of negative arousal from inconsistent information during attitude formation diminishes perceptions of well-being,https://www.sciencedirect.com/science/article/pii/S0022103111002617,"Robert J. Rydell, Geoffrey R.O. Durso",https://www.sciencedirect.com/science/article/pii/S0022103111002617/pdfft?md5=3a3a31fcc08357811169a0000467159b&pid=1-s2.0-S0022103111002617-main.pdf,Short communication
Bitter struggle for survival: Evolved bitterness embodiment of survival motivation,https://www.sciencedirect.com/science/article/pii/S0022103111002678,"Bin-Bin Chen, Lei Chang",https://www.sciencedirect.com/science/article/pii/S0022103111002678/pdfft?md5=2997962f5c5d78f1e70f2a51f2ef5ce8&pid=1-s2.0-S0022103111002678-main.pdf,Short communication
"Who expressed what emotion? Men grab anger, women grab happiness",https://www.sciencedirect.com/science/article/pii/S002210311100285X,"Rebecca Neel, D. Vaughn Becker, Steven L. Neuberg, Douglas T. Kenrick",https://www.sciencedirect.com/science/article/pii/S002210311100285X/pdfft?md5=9e96e5c967a0ab06a5b3912da6c03de8&pid=1-s2.0-S002210311100285X-main.pdf,Short communication
Too tired to take offense: When depletion promotes forgiveness,https://www.sciencedirect.com/science/article/pii/S0022103111002885,"Sarah C.E. Stanton, Eli J. Finkel",https://www.sciencedirect.com/science/article/pii/S0022103111002885/pdfft?md5=6c87fc88ee2f664b27284bae933708d3&pid=1-s2.0-S0022103111002885-main.pdf,Short communication
Failure to consider future consequences increases the effects of alcohol on aggression,https://www.sciencedirect.com/science/article/pii/S0022103111002903,"Brad J. Bushman, Peter R. Giancola, Dominic J. Parrott, Robert M. Roth",https://www.sciencedirect.com/science/article/pii/S0022103111002903/pdfft?md5=e02847094372a0529cddf13b0767a9c8&pid=1-s2.0-S0022103111002903-main.pdf,Short communication
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0022103112000364,,https://www.sciencedirect.com/science/article/pii/S0022103112000364/pdfft?md5=3b477a8a57d86215c308f44823f28284&pid=1-s2.0-S0022103112000364-main.pdf,N/A
Filler Advert:REVIEWERS,https://www.sciencedirect.com/science/article/pii/S0022103112000376,,https://www.sciencedirect.com/science/article/pii/S0022103112000376/pdfft?md5=ab449d277f72ab535f5961e4f042afb2&pid=1-s2.0-S0022103112000376-main.pdf,N/A
A dual identity-electronic contact (DIEC) experiment promoting short- and long-term intergroup harmony,https://www.sciencedirect.com/science/article/pii/S0022103112000108,"Fiona A. White, Hisham M. Abu-Rayya",https://www.sciencedirect.com/science/article/pii/S0022103112000108/pdfft?md5=4f1896bec93c0357de8f6e917baf704a&pid=1-s2.0-S0022103112000108-main.pdf,Research article
Approach–avoidance actions or categorization? A matching account of reference valence effects in affective S–R compatibility,https://www.sciencedirect.com/science/article/pii/S0022103112000078,"Yanmin Zhang, Robert W. Proctor, Duane T. Wegener",https://www.sciencedirect.com/science/article/pii/S0022103112000078/pdfft?md5=e8543c4138d440e4f66b65b4b0b0c816&pid=1-s2.0-S0022103112000078-main.pdf,Research article
What do memory data tell us about the role of contingency awareness in evaluative conditioning?,https://www.sciencedirect.com/science/article/pii/S0022103112000054,"Bertram Gawronski, Eva Walther",https://www.sciencedirect.com/science/article/pii/S0022103112000054/pdfft?md5=e308be32b49c5130cb6eb6712566c1b7&pid=1-s2.0-S0022103112000054-main.pdf,Research article
The ISI Change phenomenon: When contradicting one stereotype changes another,https://www.sciencedirect.com/science/article/pii/S0022103112000042,"Stefanie Maris, Vera Hoorens",https://www.sciencedirect.com/science/article/pii/S0022103112000042/pdfft?md5=a687ea249fb8435ba410f80f061b711a&pid=1-s2.0-S0022103112000042-main.pdf,Research article
Cultural inertia: The effects of cultural change on intergroup relations and the self-concept,https://www.sciencedirect.com/science/article/pii/S0022103111003040,"Michael A. Zárate, Moira Shaw, Jorge A. Marquez, David Biagas",https://www.sciencedirect.com/science/article/pii/S0022103111003040/pdfft?md5=e597b660aa39ec98800d2b946b6b5793&pid=1-s2.0-S0022103111003040-main.pdf,Research article
Leadership under uncertainty: When leaders who are non-prototypical group members can gain support,https://www.sciencedirect.com/science/article/pii/S0022103111003039,"David E. Rast, Amber M. Gaffney, Michael A. Hogg, Richard J. Crisp",https://www.sciencedirect.com/science/article/pii/S0022103111003039/pdfft?md5=ac4cf5b1671661320e17e9faf81c5730&pid=1-s2.0-S0022103111003039-main.pdf,Research article
Predictors of majority members' acculturation preferences: Experimental evidence,https://www.sciencedirect.com/science/article/pii/S0022103111002964,"Hanna Zagefka, Linda K. Tip, Roberto González, Rupert Brown, Marco Cinnirella",https://www.sciencedirect.com/science/article/pii/S0022103111002964/pdfft?md5=14dac058a9f822d3853e8d50a1acb086&pid=1-s2.0-S0022103111002964-main.pdf,Research article
Schematic influences of rape myth acceptance on visual information processing: An eye-tracking approach,https://www.sciencedirect.com/science/article/pii/S0022103111002952,"Philipp Süssenbach, Gerd Bohner, Friederike Eyssel",https://www.sciencedirect.com/science/article/pii/S0022103111002952/pdfft?md5=9761d09c49ee980a80e7fced9d7c6d63&pid=1-s2.0-S0022103111002952-main.pdf,Research article
Efficiency and defense motivated ingroup projection: Sources of protoypicality in intergroup relations,https://www.sciencedirect.com/science/article/pii/S0022103111002940,"Miriam Rosa, Sven Waldzus",https://www.sciencedirect.com/science/article/pii/S0022103111002940/pdfft?md5=c30b8091f44d830db33880efd7f98b1c&pid=1-s2.0-S0022103111002940-main.pdf,Research article
Concerns about appearing prejudiced get under the skin: Stress responses to interracial contact in the moment and across time,https://www.sciencedirect.com/science/article/pii/S0022103111002939,"Sophie Trawalter, Emma K. Adam, P. Lindsay Chase-Lansdale, Jennifer A. Richeson",https://www.sciencedirect.com/science/article/pii/S0022103111002939/pdfft?md5=e1842b2a9fcd1a45423b12056d3e1bf8&pid=1-s2.0-S0022103111002939-main.pdf,Research article
Not all automatic associations are created equal: How implicit normative evaluations are distinct from implicit attitudes and uniquely predict meaningful behavior,https://www.sciencedirect.com/science/article/pii/S0022103111002435,"Emiko Yoshida, Jennifer M. Peach, Mark P. Zanna, Steven J. Spencer",https://www.sciencedirect.com/science/article/pii/S0022103111002435/pdfft?md5=6cb454608f3d00430ebc40ba4d26b698&pid=1-s2.0-S0022103111002435-main.pdf,Research article
Motivated social memory: Belonging needs moderate the own-group bias in face recognition,https://www.sciencedirect.com/science/article/pii/S0022103112000091,"Jay J. Van Bavel, Jillian K. Swencionis, Rachel C. O'Connor, William A. Cunningham",https://www.sciencedirect.com/science/article/pii/S0022103112000091/pdfft?md5=454ef5b04b2bd6ded26919ea45974e50&pid=1-s2.0-S0022103112000091-main.pdf,Short communication
Intergroup contact can undermine disadvantaged group members' attributions to discrimination,https://www.sciencedirect.com/science/article/pii/S0022103112000066,"Tamar Saguy, Lily Chernyak-Hai",https://www.sciencedirect.com/science/article/pii/S0022103112000066/pdfft?md5=675b06c75cc41b7ff6c18b1f19c453d4&pid=1-s2.0-S0022103112000066-main.pdf,Short communication
Buffering against weight gain following dieting setbacks: An implicit theory intervention,https://www.sciencedirect.com/science/article/pii/S0022103112000030,"Jeni L. Burnette, Eli J. Finkel",https://www.sciencedirect.com/science/article/pii/S0022103112000030/pdfft?md5=2d9f27ebaef23d648033363a66e41e4d&pid=1-s2.0-S0022103112000030-main.pdf,Short communication
"Entitativity, identity, and the fulfilment of psychological needs",https://www.sciencedirect.com/science/article/pii/S0022103111003052,"Matthew T. Crawford, Lucy Salaman",https://www.sciencedirect.com/science/article/pii/S0022103111003052/pdfft?md5=1d5107ab898dd2f53180326ad55f4a40&pid=1-s2.0-S0022103111003052-main.pdf,Short communication
“It's ok — Not everyone can be good at math”: Instructors with an entity theory comfort (and demotivate) students,https://www.sciencedirect.com/science/article/pii/S0022103111003027,"Aneeta Rattan, Catherine Good, Carol S. Dweck",https://www.sciencedirect.com/science/article/pii/S0022103111003027/pdfft?md5=b5a354e5bd59a58448965a32ac9da919&pid=1-s2.0-S0022103111003027-main.pdf,Short communication
Perspective taking combats the denial of intergroup discrimination,https://www.sciencedirect.com/science/article/pii/S0022103111003015,"Andrew R. Todd, Galen V. Bodenhausen, Adam D. Galinsky",https://www.sciencedirect.com/science/article/pii/S0022103111003015/pdfft?md5=9495e27db03f16d87a2ba55b1401609d&pid=1-s2.0-S0022103111003015-main.pdf,Short communication
Who syncs? Social motives and interpersonal coordination,https://www.sciencedirect.com/science/article/pii/S0022103111002976,"Joanne Lumsden, Lynden K. Miles, Michael J. Richardson, Carlene A. Smith, C. Neil Macrae",https://www.sciencedirect.com/science/article/pii/S0022103111002976/pdfft?md5=2bf60e332924fb004a257aae7ea9eab4&pid=1-s2.0-S0022103111002976-main.pdf,Short communication
The name-pronunciation effect: Why people like Mr. Smith more than Mr. Colquhoun,https://www.sciencedirect.com/science/article/pii/S0022103111002927,"Simon M. Laham, Peter Koval, Adam L. Alter",https://www.sciencedirect.com/science/article/pii/S0022103111002927/pdfft?md5=5e4712857ee2a5d854c39593a7cd0724&pid=1-s2.0-S0022103111002927-main.pdf,Short communication
Describing a group in positive terms reduces prejudice less effectively than describing it in positive and negative terms,https://www.sciencedirect.com/science/article/pii/S0022103111002630,"Markus Brauer, Abdelatif Er-rafiy, Kerry Kawakami, Curtis E. Phills",https://www.sciencedirect.com/science/article/pii/S0022103111002630/pdfft?md5=2e31a4ed17365ec9b42649b9aa0d82ec&pid=1-s2.0-S0022103111002630-main.pdf,Short communication
Unstable high self-esteem and the eliciting conditions of self-doubt,https://www.sciencedirect.com/science/article/pii/S0022103112000121,"Shannon P. Lupien, Mark D. Seery, Jessica L. Almonte",https://www.sciencedirect.com/science/article/pii/S0022103112000121/pdfft?md5=3969f78fe09b66f7edf0ef3ca06fe3d4&pid=1-s2.0-S0022103112000121-main.pdf,Short communication
A processing advantage associated with analytic perceptual tendencies: European Americans outperform Asians on multiple object tracking,https://www.sciencedirect.com/science/article/pii/S002210311200008X,"Krishna Savani, Hazel R. Markus",https://www.sciencedirect.com/science/article/pii/S002210311200008X/pdfft?md5=bd0962b4def4a332899218cac394c41b&pid=1-s2.0-S002210311200008X-main.pdf,Short communication
Integrating social knowledge and physical cues when judging the attractiveness of potential mates,https://www.sciencedirect.com/science/article/pii/S0022103111003088,"Michelle C. Quist, Lisa M. DeBruine, Anthony C. Little, Benedict C. Jones",https://www.sciencedirect.com/science/article/pii/S0022103111003088/pdfft?md5=b2f8600f9ca07b97eb611e8ba050ce23&pid=1-s2.0-S0022103111003088-main.pdf,Short communication
The strategic pursuit of moral credentials,https://www.sciencedirect.com/science/article/pii/S0022103111003076,"Anna C. Merritt, Daniel A. Effron, Steven Fein, Kenneth K. Savitsky, ... Benoît Monin",https://www.sciencedirect.com/science/article/pii/S0022103111003076/pdfft?md5=724053b769d229d6fb96baa90d34d7f9&pid=1-s2.0-S0022103111003076-main.pdf,Short communication
"Power, defensive denigration, and the assuaging effect of gratitude expression",https://www.sciencedirect.com/science/article/pii/S0022103111003064,"Yeri Cho, Nathanael J. Fast",https://www.sciencedirect.com/science/article/pii/S0022103111003064/pdfft?md5=7afec94a012356ab2f06d0964d10def5&pid=1-s2.0-S0022103111003064-main.pdf,Short communication
Memory conformity for confidently recognized items: The power of social influence on memory reports,https://www.sciencedirect.com/science/article/pii/S0022103111003003,"Ruth Horry, Matthew A. Palmer, Michelle L. Sexton, Neil Brewer",https://www.sciencedirect.com/science/article/pii/S0022103111003003/pdfft?md5=2cb220783692994459747061e4d15bfe&pid=1-s2.0-S0022103111003003-main.pdf,Short communication
Sexy red: Perceived sexual receptivity mediates the red-attraction relation in men viewing woman,https://www.sciencedirect.com/science/article/pii/S002210311100299X,"Adam D. Pazda, Andrew J. Elliot, Tobias Greitemeyer",https://www.sciencedirect.com/science/article/pii/S002210311100299X/pdfft?md5=900e6fcf8974a1e4a8e5822b308b131b&pid=1-s2.0-S002210311100299X-main.pdf,Short communication
The feature-positive effect in allocations of responsibility for collaborative tasks,https://www.sciencedirect.com/science/article/pii/S0022103111002988,"Kenneth Savitsky, Robert M. Adelman, Justin Kruger",https://www.sciencedirect.com/science/article/pii/S0022103111002988/pdfft?md5=668eb4d3a60810382bdd64260d7165d2&pid=1-s2.0-S0022103111002988-main.pdf,Short communication
Erratum to “Thou shalt not discriminate: How emphasizing moral ideals rather than obligations increases Whites' support for social equality” [Journal of Experimental Social Psychology 47 (2011) 562–571],https://www.sciencedirect.com/science/article/pii/S0022103111002915,"Serena Does, Belle Derks, Naomi Ellemers",https://www.sciencedirect.com/science/article/pii/S0022103111002915/pdfft?md5=4549b3643ed3182009956723281f671b&pid=1-s2.0-S0022103111002915-main.pdf,Erratum
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0022103112001047,,https://www.sciencedirect.com/science/article/pii/S0022103112001047/pdfft?md5=56923b4cde70ba32d56beb407e0fb2da&pid=1-s2.0-S0022103112001047-main.pdf,N/A
SCIVERSE_HUB,https://www.sciencedirect.com/science/article/pii/S0022103112001059,,https://www.sciencedirect.com/science/article/pii/S0022103112001059/pdfft?md5=dbfa70b45501a4d5afe6bb203aecae0b&pid=1-s2.0-S0022103112001059-main.pdf,N/A
How power corrupts relationships: Cynical attributions for others' generous acts,https://www.sciencedirect.com/science/article/pii/S002210311200011X,"M. Ena Inesi, Deborah H Gruenfeld, Adam D. Galinsky",https://www.sciencedirect.com/science/article/pii/S002210311200011X/pdfft?md5=31150c0cbbe63934142e9eef7e8beaf5&pid=1-s2.0-S002210311200011X-main.pdf,Research article
The idea of money counteracts ego depletion effects,https://www.sciencedirect.com/science/article/pii/S0022103112000157,"Helen C. Boucher, Monthe N. Kofos",https://www.sciencedirect.com/science/article/pii/S0022103112000157/pdfft?md5=f75fdc203757531b70ee0cf1c7395554&pid=1-s2.0-S0022103112000157-main.pdf,Research article
Mental contrasting instigates goal pursuit by linking obstacles of reality with instrumental behavior,https://www.sciencedirect.com/science/article/pii/S0022103112000145,"Andreas Kappes, Henrik Singmann, Gabriele Oettingen",https://www.sciencedirect.com/science/article/pii/S0022103112000145/pdfft?md5=48e696175a1d01e5ab0890d7d2f6e28c&pid=1-s2.0-S0022103112000145-main.pdf,Research article
The generalization of deliberative and automatic behavior: The role of procedural knowledge and affective reactions,https://www.sciencedirect.com/science/article/pii/S0022103112000170,"Hao Shen, Robert S. Wyer, Fengyan Cai",https://www.sciencedirect.com/science/article/pii/S0022103112000170/pdfft?md5=1fe11899776dac4929524a1cbbe8843f&pid=1-s2.0-S0022103112000170-main.pdf,Research article
"Exclusion, intergroup hostility, and religious fundamentalism",https://www.sciencedirect.com/science/article/pii/S0022103112000273,"Juliette Schaafsma, Kipling D. Williams",https://www.sciencedirect.com/science/article/pii/S0022103112000273/pdfft?md5=5f84105f4ccfcb405288202aba0f03a1&pid=1-s2.0-S0022103112000273-main.pdf,Research article
"Individuals in mind, mates by heart: Individualistic self-construal and collective value orientation as predictors of group creativity",https://www.sciencedirect.com/science/article/pii/S0022103112000261,"Myriam N. Bechtoldt, Hoon-Seok Choi, Bernard A. Nijstad",https://www.sciencedirect.com/science/article/pii/S0022103112000261/pdfft?md5=427b4e3459e5b1b3e43049dc6021bc4d&pid=1-s2.0-S0022103112000261-main.pdf,Research article
Resilience in the face of romantic rejection: The automatic impulse to trust,https://www.sciencedirect.com/science/article/pii/S0022103112000285,"Sandra L. Murray, Shannon P. Lupien, Mark D. Seery",https://www.sciencedirect.com/science/article/pii/S0022103112000285/pdfft?md5=898a95dd05c433811ad606c3b90d0c00&pid=1-s2.0-S0022103112000285-main.pdf,Research article
The power of being heard: The benefits of ‘perspective-giving’ in the context of intergroup conflict,https://www.sciencedirect.com/science/article/pii/S0022103112000297,"Emile G. Bruneau, Rebecca Saxe",https://www.sciencedirect.com/science/article/pii/S0022103112000297/pdfft?md5=2236f089c86c82f9a99d15ad76cc1bd7&pid=1-s2.0-S0022103112000297-main.pdf,Research article
The role of skin color and facial physiognomy in racial categorization: Moderation by implicit racial attitudes,https://www.sciencedirect.com/science/article/pii/S0022103112000443,"Elena V. Stepanova, Michael J Strube",https://www.sciencedirect.com/science/article/pii/S0022103112000443/pdfft?md5=b54ed13e236dc42e4a9e0dbb7ba830fc&pid=1-s2.0-S0022103112000443-main.pdf,Research article
Reliability of the Go/No Go Association Task,https://www.sciencedirect.com/science/article/pii/S0022103112000492,"Ben J. Williams, Leah M. Kaufmann",https://www.sciencedirect.com/science/article/pii/S0022103112000492/pdfft?md5=3e704c1ac38d5e9809e10884f3b36874&pid=1-s2.0-S0022103112000492-main.pdf,Research article
The independent effects of skin tone and facial features on Whites' affective reactions to Blacks,https://www.sciencedirect.com/science/article/pii/S0022103112000133,"Nao Hagiwara, Deborah A. Kashy, Joseph Cesario",https://www.sciencedirect.com/science/article/pii/S0022103112000133/pdfft?md5=7a52d9e53b4e44333d90c087dec4dd7b&pid=1-s2.0-S0022103112000133-main.pdf,Short communication
The hubris penalty: Biased responses to “Celebration” displays of black football players,https://www.sciencedirect.com/science/article/pii/S0022103112000169,"Erika V. Hall, Robert W. Livingston",https://www.sciencedirect.com/science/article/pii/S0022103112000169/pdfft?md5=898f706c575beb8a7da7311bf9812dc2&pid=1-s2.0-S0022103112000169-main.pdf,Short communication
Alcohol-related cues promote automatic racial bias,https://www.sciencedirect.com/science/article/pii/S0022103112000182,"Elena V. Stepanova, Bruce D. Bartholow, J. Scott Saults, Ronald S. Friedman",https://www.sciencedirect.com/science/article/pii/S0022103112000182/pdfft?md5=2ac8a9826c80684977c9c21cf52199cf&pid=1-s2.0-S0022103112000182-main.pdf,Short communication
Attachment to objects as compensation for close others' perceived unreliability,https://www.sciencedirect.com/science/article/pii/S0022103112000194,"Lucas A. Keefer, Mark J. Landau, Zachary K. Rothschild, Daniel Sullivan",https://www.sciencedirect.com/science/article/pii/S0022103112000194/pdfft?md5=98d3b0005f0e6acba1d6a465fa706852&pid=1-s2.0-S0022103112000194-main.pdf,Short communication
Enclothed cognition,https://www.sciencedirect.com/science/article/pii/S0022103112000200,"Hajo Adam, Adam D. Galinsky",https://www.sciencedirect.com/science/article/pii/S0022103112000200/pdfft?md5=209251f43f8e2ad29b3bb50d8ffa7ea1&pid=1-s2.0-S0022103112000200-main.pdf,Short communication
Be aware to care: Public self-awareness leads to a reversal of the bystander effect,https://www.sciencedirect.com/science/article/pii/S0022103112000236,"Marco van Bommel, Jan-Willem van Prooijen, Henk Elffers, Paul A.M. Van Lange",https://www.sciencedirect.com/science/article/pii/S0022103112000236/pdfft?md5=08d9636467d3d3cb309b99937f884e1d&pid=1-s2.0-S0022103112000236-main.pdf,Short communication
Why do we punish groups? High entitativity promotes moral suspicion,https://www.sciencedirect.com/science/article/pii/S002210311200025X,"Anna-Kaisa Newheiser, Takuya Sawaoka, John F. Dovidio",https://www.sciencedirect.com/science/article/pii/S002210311200025X/pdfft?md5=c4e2d8a256142673dbca9ea0878b8f07&pid=1-s2.0-S002210311200025X-main.pdf,Short communication
Prosocial norm violations fuel power affordance,https://www.sciencedirect.com/science/article/pii/S0022103112000480,"Gerben A. Van Kleef, Astrid C. Homan, Catrin Finkenauer, Nancy M. Blaker, Marc W. Heerdink",https://www.sciencedirect.com/science/article/pii/S0022103112000480/pdfft?md5=0175f5e1dbb7be6c30d068458074b3be&pid=1-s2.0-S0022103112000480-main.pdf,Short communication
"Motivation, personal beliefs, and limited resources all contribute to self-control",https://www.sciencedirect.com/science/article/pii/S0022103112000509,"Kathleen D. Vohs, Roy F. Baumeister, Brandon J. Schmeichel",https://www.sciencedirect.com/science/article/pii/S0022103112000509/pdfft?md5=456c352ec6942b790407933d905092f4&pid=1-s2.0-S0022103112000509-main.pdf,Short communication
To judge a book by its weight you need to know its content: Knowledge moderates the use of embodied cues,https://www.sciencedirect.com/science/article/pii/S0022103112000510,"Jesse J. Chandler, David Reinhard, Norbert Schwarz",https://www.sciencedirect.com/science/article/pii/S0022103112000510/pdfft?md5=762d522599d52eef2e7b090f749c9790&pid=1-s2.0-S0022103112000510-main.pdf,Short communication
Viewing the world through “blood-red tinted glasses”: The hostile expectation bias mediates the link between violent video game exposure and aggression,https://www.sciencedirect.com/science/article/pii/S0022103112000029,"Youssef Hasan, Laurent Bègue, Brad J. Bushman",https://www.sciencedirect.com/science/article/pii/S0022103112000029/pdfft?md5=820592572c9d29623f58cfb3e65ce079&pid=1-s2.0-S0022103112000029-mainext.pdf,Short communication
Mangy mutt or furry friend? Anthropomorphism promotes animal welfare,https://www.sciencedirect.com/science/article/pii/S0022103112000224,"Max E. Butterfield, Sarah E. Hill, Charles G. Lord",https://www.sciencedirect.com/science/article/pii/S0022103112000224/pdfft?md5=d9fa8bd1090ab0851c20c428838518dc&pid=1-s2.0-S0022103112000224-main.pdf,Short communication
Diversifying experiences enhance cognitive flexibility,https://www.sciencedirect.com/science/article/pii/S0022103112000212,"Simone M. Ritter, Rodica Ioana Damian, Dean Keith Simonton, Rick B. van Baaren, ... Ap Dijksterhuis",https://www.sciencedirect.com/science/article/pii/S0022103112000212/pdfft?md5=c2e24b1fb0a0a7439222dc5eeb212379&pid=1-s2.0-S0022103112000212-main.pdf,Short communication
Value from adversity: How we deal with adversity matters,https://www.sciencedirect.com/science/article/pii/S0022103112000248,"E. Tory Higgins, Janina Marguc, Abigail A. Scholer",https://www.sciencedirect.com/science/article/pii/S0022103112000248/pdfft?md5=ba2f3747be87c873c51053021ace7426&pid=1-s2.0-S0022103112000248-main.pdf,Short communication
Today's misery and yesterday's happiness: Differential effects of current life-events on perceptions of past wellbeing,https://www.sciencedirect.com/science/article/pii/S0022103112000303,"Ed O'Brien, Phoebe C. Ellsworth, Norbert Schwarz",https://www.sciencedirect.com/science/article/pii/S0022103112000303/pdfft?md5=f970b68929e3ec4ba9234f360bb0a632&pid=1-s2.0-S0022103112000303-main.pdf,Short communication
“We” are not stressed: Social identity in groups buffers neuroendocrine stress reactions,https://www.sciencedirect.com/science/article/pii/S0022103112000455,"Jan Alexander Häusser, Maren Kattenstroth, Rolf van Dick, Andreas Mojzisch",https://www.sciencedirect.com/science/article/pii/S0022103112000455/pdfft?md5=55e1a12e0099e6aa58421b05fe46dc26&pid=1-s2.0-S0022103112000455-main.pdf,Short communication
Going my way? The benefits of travelling in the same direction,https://www.sciencedirect.com/science/article/pii/S0022103112000467,"Xun (Irene) Huang, Ping Dong, Xianchi Dai, Robert S. Wyer",https://www.sciencedirect.com/science/article/pii/S0022103112000467/pdfft?md5=beea3158ff2ccc8aa4e7afd4966bec0e&pid=1-s2.0-S0022103112000467-main.pdf,Short communication
Editorial Board,https://www.sciencedirect.com/science/article/pii/S002210311200114X,,https://www.sciencedirect.com/science/article/pii/S002210311200114X/pdfft?md5=a8e90fffe635da09c729a4b75069da85&pid=1-s2.0-S002210311200114X-main.pdf,N/A
SCIVERSE_HUB,https://www.sciencedirect.com/science/article/pii/S0022103112001151,,https://www.sciencedirect.com/science/article/pii/S0022103112001151/pdfft?md5=a00916fb95164f40c4d8a9f72450e2ac&pid=1-s2.0-S0022103112001151-main.pdf,N/A
"Foxhole atheism, revisited: The effects of mortality salience on explicit and implicit religious belief",https://www.sciencedirect.com/science/article/pii/S0022103112000534,"Jonathan Jong, Jamin Halberstadt, Matthias Bluemke",https://www.sciencedirect.com/science/article/pii/S0022103112000534/pdfft?md5=65867b61d75161bfce7d6143aaba2ac6&pid=1-s2.0-S0022103112000534-main.pdf,Research article
Mental contrasting turns positive feedback on creative potential into successful performance,https://www.sciencedirect.com/science/article/pii/S002210311200056X,"Gabriele Oettingen, Michael K. Marquardt, Peter M. Gollwitzer",https://www.sciencedirect.com/science/article/pii/S002210311200056X/pdfft?md5=35a62f48c2221f05b64896f137b24ef8&pid=1-s2.0-S002210311200056X-main.pdf,Research article
"A motivational hierarchy within: Primacy of the individual self, relational self, or collective self?",https://www.sciencedirect.com/science/article/pii/S0022103112000571,"Lowell Gaertner, Constantine Sedikides, Michelle Luke, Erin M. O'Mara, ... Quiping Wu",https://www.sciencedirect.com/science/article/pii/S0022103112000571/pdfft?md5=b09c6224027201c0b5aa1758cf1c6c72&pid=1-s2.0-S0022103112000571-main.pdf,Research article
On the relations between distinct aspects of psychological distance: An ecological basis of construal-level theory,https://www.sciencedirect.com/science/article/pii/S0022103112000613,"Klaus Fiedler, Janis Jung, Michaela Wänke, Theodore Alexopoulos",https://www.sciencedirect.com/science/article/pii/S0022103112000613/pdfft?md5=d2bd23c31c8936b25982cfa207af1f70&pid=1-s2.0-S0022103112000613-main.pdf,Research article
When guessing what another person would say is better than giving your own opinion: Using perspective-taking to improve advice-taking,https://www.sciencedirect.com/science/article/pii/S0022103112000649,"Ilan Yaniv, Shoham Choshen-Hillel",https://www.sciencedirect.com/science/article/pii/S0022103112000649/pdfft?md5=a92c2dc16edd40a7d623ad3343f5ae1b&pid=1-s2.0-S0022103112000649-main.pdf,Research article
When destiny hurts: Implicit theories of relationships moderate aggressive responses to ostracism,https://www.sciencedirect.com/science/article/pii/S0022103112000674,"Zhansheng Chen, C. Nathan DeWall, Kai-Tak Poon, Ee-Wen Chen",https://www.sciencedirect.com/science/article/pii/S0022103112000674/pdfft?md5=6fe8768bd53a236c8ce084fe2c2151ab&pid=1-s2.0-S0022103112000674-main.pdf,Research article
Explicit person memories constrain the indirect reciprocation of prosocial acts,https://www.sciencedirect.com/science/article/pii/S0022103112000704,"Benjamin M. Wilkowski, Christopher A. Chai",https://www.sciencedirect.com/science/article/pii/S0022103112000704/pdfft?md5=3dca5d04004a531ca3e79a65a602b195&pid=1-s2.0-S0022103112000704-main.pdf,Research article
One for all: What representing a group may do to us,https://www.sciencedirect.com/science/article/pii/S0022103112000741,"Christopher P. Reinders Folmer, Anthon Klapwijk, David De Cremer, Paul A.M. Van Lange",https://www.sciencedirect.com/science/article/pii/S0022103112000741/pdfft?md5=ee71e4ca0bcc057a14aee6985b435b40&pid=1-s2.0-S0022103112000741-main.pdf,Research article
Manipulating the role of cognitive control while taking the implicit association test,https://www.sciencedirect.com/science/article/pii/S0022103112000765,"Eric F. Siegel, Michael R. Dougherty, David E. Huber",https://www.sciencedirect.com/science/article/pii/S0022103112000765/pdfft?md5=7e8b486b222f190f471fc71f6b73c316&pid=1-s2.0-S0022103112000765-main.pdf,Research article
