Journal,Volume,Issue,Publication Year,Title,Authors,Pages,Type,DOI,PDF Link
Journal of Experimental Psychology: General,148,10,2019,Probabilistic learning of emotion categories.,"Plate, Rista C.; Wood, Adrienne; Woodard, Kristina; Pollak, Seth D.",1814-1814-1827,Articles,https://doi.org/10.1037/xge0000529,https://psycnet.apa.orgxge/148/10/1814.pdf
Journal of Experimental Psychology: General,148,10,2019,"“Hippocampal contributions to language: Evidence of referential processing deficits in amnesia”: Correction to Kurczek, Brown-Schmidt, and Duff (2013).",No authorship indicated,1827-1827,Other,https://doi.org/10.1037/xge0000690,https://psycnet.apa.orgxge/148/10/1827.pdf
Journal of Experimental Psychology: General,148,10,2019,Effects of sleep deprivation on procedural errors.,"Stepan, Michelle E.; Fenn, Kimberly M.; Altmann, Erik M.",1828-1828-1833,Brief Reports,https://doi.org/10.1037/xge0000495,https://psycnet.apa.orgxge/148/10/1828.pdf
Journal of Experimental Psychology: General,148,10,2019,Inducing the use of right eye enhances face-sex categorization performance.,"Faghel-Soubeyrand, Simon; Dupuis-Roy, Nicolas; Gosselin, Frédéric",1834-1834-1841,Brief Reports,https://doi.org/10.1037/xge0000542,https://psycnet.apa.orgxge/148/10/1834.pdf
Journal of Experimental Psychology: General,148,10,2019,Loud and unclear: Intense real-life vocalizations during affective situations are perceptually ambiguous and contextually malleable.,"Atias, Doron; Todorov, Alexander; Liraz, Shai; Eidinger, Arella; Dror, Ilan; Maymon, Yaacov; Aviezer, Hillel",1842-1842-1848,Brief Reports,https://doi.org/10.1037/xge0000535,https://psycnet.apa.orgxge/148/10/1842.pdf
Journal of Experimental Psychology: General,148,10,2019,I see what you meant to say: Anticipating speech errors during online sentence processing.,"Lowder, Matthew W.; Ferreira, Fernanda",1849-1849-1858,Brief Reports,https://doi.org/10.1037/xge0000544,https://psycnet.apa.orgxge/148/10/1849.pdf
Journal of Experimental Psychology: General,148,11,2019,Identifying the cognitive processes underpinning hippocampal-dependent tasks.,"Clark, Ian A.; Hotchin, Victoria; Monk, Anna; Pizzamiglio, Gloria; Liefgreen, Alice; Maguire, Eleanor A.",1861-1861-1881,Articles,https://doi.org/10.1037/xge0000582,https://psycnet.apa.orgxge/148/11/1861.pdf
Journal of Experimental Psychology: General,148,11,2019,Wise up: Clarifying the role of metacognition in the Dunning-Kruger effect.,"McIntosh, Robert D.; Fowler, Elizabeth A.; Lyu, Tianjiao; Della Sala, Sergio",1882-1882-1897,Articles,https://doi.org/10.1037/xge0000579,https://psycnet.apa.orgxge/148/11/1882.pdf
Journal of Experimental Psychology: General,148,11,2019,Simulating other people changes the self.,"Meyer, Meghan L.; Zhao, Zidong; Tamir, Diana I.",1898-1898-1913,Articles,https://doi.org/10.1037/xge0000565,https://psycnet.apa.orgxge/148/11/1898.pdf
Journal of Experimental Psychology: General,148,11,2019,The benefits of forgiving: Young children respond positively to those who forgive.,"Oostenbroek, Janine; Vaish, Amrisha",1914-1914-1924,Articles,https://doi.org/10.1037/xge0000576,https://psycnet.apa.orgxge/148/11/1914.pdf
Journal of Experimental Psychology: General,148,11,2019,True contextuality beats direct influences in human decision making.,"Basieva, Irina; Cervantes, Víctor H.; Dzhafarov, Ehtibar N.; Khrennikov, Andrei",1925-1925-1937,Articles,https://doi.org/10.1037/xge0000585,https://psycnet.apa.orgxge/148/11/1925.pdf
Journal of Experimental Psychology: General,148,11,2019,Concurrent processing of optic flow and biological motion.,"Mayer, Katja M.; Riddell, Hugh; Lappe, Markus",1938-1938-1952,Articles,https://doi.org/10.1037/xge0000568,https://psycnet.apa.orgxge/148/11/1938.pdf
Journal of Experimental Psychology: General,148,11,2019,"Auditory frequency discrimination is correlated with linguistic skills, but its training does not improve them or other pitch discrimination tasks.","Jakoby, Hilla; Raviv, Ofri; Jaffe-Dax, Sagi; Lieder, Itay; Ahissar, Merav",1953-1953-1971,Articles,https://doi.org/10.1037/xge0000573,https://psycnet.apa.orgxge/148/11/1953.pdf
Journal of Experimental Psychology: General,148,11,2019,Age similarities and differences in spontaneous use of emotion regulation tactics across five laboratory tasks.,"Livingstone, Kimberly M.; Isaacowitz, Derek M.",1972-1972-1992,Articles,https://doi.org/10.1037/xge0000556,https://psycnet.apa.orgxge/148/11/1972.pdf
Journal of Experimental Psychology: General,148,11,2019,Emotion sensitivity across the lifespan: Mapping clinical risk periods to sensitivity to facial emotion intensity.,"Rutter, Lauren A.; Dodell-Feder, David; Vahia, Ipsit V.; Forester, Brent P.; Ressler, Kerry J.; Wilmer, Jeremy B.; Germine, Laura",1993-1993-2005,Articles,https://doi.org/10.1037/xge0000559,https://psycnet.apa.orgxge/148/11/1993.pdf
Journal of Experimental Psychology: General,148,11,2019,Visual perspective taking in young and older adults.,"Martin, Andrew K.; Perceval, Garon; Davies, Islay; Su, Peter; Huang, Jasmine; Meinzer, Marcus",2006-2006-2026,Articles,https://doi.org/10.1037/xge0000584,https://psycnet.apa.orgxge/148/11/2006.pdf
Journal of Experimental Psychology: General,148,11,2019,Is working memory storage intrinsically domain-specific?,"Uittenhove, Kim; Chaabi, Lina; Camos, Valérie; Barrouillet, Pierre",2027-2027-2057,Articles,https://doi.org/10.1037/xge0000566,https://psycnet.apa.orgxge/148/11/2027.pdf
Journal of Experimental Psychology: General,148,11,2019,The cognitive basis for the split-attention effect.,"Pouw, Wim; Rop, Gertjan; de Koning, Bjorn; Paas, Fred",2058-2058-2075,Articles,https://doi.org/10.1037/xge0000578,https://psycnet.apa.orgxge/148/11/2058.pdf
Journal of Experimental Psychology: General,148,12,2019,Moral essentialism and generosity among children and adults.,"Heiphetz, Larisa",2077-2077-2090,Articles,https://doi.org/10.1037/xge0000587,https://psycnet.apa.orgxge/148/12/2077.pdf
Journal of Experimental Psychology: General,148,12,2019,How information about what is “healthy” versus “unhealthy” impacts children’s consumption of otherwise identical foods.,"DeJesus, Jasmine M.; Du, Katherine M.; Shutts, Kristin; Kinzler, Katherine D.",2091-2091-2103,Articles,https://doi.org/10.1037/xge0000588,https://psycnet.apa.orgxge/148/12/2091.pdf
Journal of Experimental Psychology: General,148,12,2019,Integrating verbal fluency with executive functions: Evidence from twin studies in adolescence and middle age.,"Gustavson, Daniel E.; Panizzon, Matthew S.; Franz, Carol E.; Reynolds, Chandra A.; Corley, Robin P.; Hewitt, John K.; Lyons, Michael J.; Kremen, William S.; Friedman, Naomi P.",2104-2104-2119,Articles,https://doi.org/10.1037/xge0000589,https://psycnet.apa.orgxge/148/12/2104.pdf
Journal of Experimental Psychology: General,148,12,2019,Children value objects with distinctive histories.,"Pesowski, Madison L.; Friedman, Ori",2120-2120-2128,Articles,https://doi.org/10.1037/xge0000606,https://psycnet.apa.orgxge/148/12/2120.pdf
Journal of Experimental Psychology: General,148,12,2019,"Evaluating the cognitive reflection test as a measure of intuition/reflection, numeracy, and insight problem solving, and the implications for understanding real-world judgments and beliefs.","Patel, Niraj; Baker, S. Glenn; Scherer, Laura D.",2129-2129-2153,Articles,https://doi.org/10.1037/xge0000592,https://psycnet.apa.orgxge/148/12/2129.pdf
Journal of Experimental Psychology: General,148,12,2019,Intrusive memories and voluntary memory of a trauma film: Differential effects of a cognitive interference task after encoding.,"Lau-Zhu, Alex; Henson, Richard N.; Holmes, Emily A.",2154-2154-2180,Articles,https://doi.org/10.1037/xge0000598,https://psycnet.apa.orgxge/148/12/2154.pdf
Journal of Experimental Psychology: General,148,12,2019,Cognitive control and capacity for prospective memory in complex dynamic environments.,"Boag, Russell James; Strickland, Luke; Heathcote, Andrew; Neal, Andrew; Loft, Shayne",2181-2181-2206,Articles,https://doi.org/10.1037/xge0000599,https://psycnet.apa.orgxge/148/12/2181.pdf
Journal of Experimental Psychology: General,148,12,2019,Simultaneous underweighting and overestimation of rare events: Unpacking a paradox.,"Szollosi, Aba; Liang, Garston; Konstantinidis, Emmanouil; Donkin, Chris; Newell, Ben R.",2207-2207-2217,Articles,https://doi.org/10.1037/xge0000603,https://psycnet.apa.orgxge/148/12/2207.pdf
Journal of Experimental Psychology: General,148,12,2019,"Complex intersections of race and class: Among social liberals, learning about White privilege reduces sympathy, increases blame, and decreases external attributions for White people struggling with poverty.","Cooley, Erin; Brown-Iannuzzi, Jazmin L.; Lei, Ryan F.; Cipolli III, William",2218-2218-2228,Articles,https://doi.org/10.1037/xge0000605,https://psycnet.apa.orgxge/148/12/2218.pdf
Journal of Experimental Psychology: General,148,12,2019,Collectives in organizations appear less morally motivated than individuals.,"Jago, Arthur S.; Kreps, Tamar A.; Laurin, Kristin",2229-2229-2244,Articles,https://doi.org/10.1037/xge0000608,https://psycnet.apa.orgxge/148/12/2229.pdf
Journal of Experimental Psychology: General,148,12,2019,"“Collectives in organizations appear less morally motivated than individuals”: Correction to Jago, Kreps, and Laurin (2019).",No authorship indicated,2244-2244,Other,https://doi.org/10.1037/xge0000710,https://psycnet.apa.orgxge/148/12/2244.pdf
Journal of Experimental Psychology: General,148,12,2019,Is the public understanding of memory prone to widespread “myths”?,"Brewin, Chris R.; Li, Huiyu; Ntarantana, Vasilina; Unsworth, Chloe; McNeilis, James",2245-2245-2257,Articles,https://doi.org/10.1037/xge0000610,https://psycnet.apa.orgxge/148/12/2245.pdf
Journal of Experimental Psychology: General,148,12,2019,I can see myself enjoying that: Using imagery perspective to circumvent bias in self-perceptions of interest.,"Niese, Zachary Adolph; Libby, Lisa K.; Eibach, Richard P.; Carlisle, Clare",2258-2258-2276,Articles,https://doi.org/10.1037/xge0000612,https://psycnet.apa.orgxge/148/12/2258.pdf
Journal of Experimental Psychology: General,149,1,2020,Unit of visual working memory: A Boolean map provides a better account than an object does.,"Huang, Liqiang",1-1-30,Articles,https://doi.org/10.1037/xge0000616,https://psycnet.apa.orgxge/149/1/1.pdf
Journal of Experimental Psychology: General,149,1,2020,Domain-specific experience determines individual differences in holistic processing.,"Chua, Kao-Wei; Gauthier, Isabel",31-31-41,Articles,https://doi.org/10.1037/xge0000628,https://psycnet.apa.orgxge/149/1/31.pdf
Journal of Experimental Psychology: General,149,1,2020,"Creativity anxiety: Evidence for anxiety that is specific to creative thinking, from STEM to the arts.","Daker, Richard J.; Cortes, Robert A.; Lyons, Ian M.; Green, Adam E.",42-42-57,Articles,https://doi.org/10.1037/xge0000630,https://psycnet.apa.orgxge/149/1/42.pdf
Journal of Experimental Psychology: General,149,1,2020,The castaway island: Distinct roles of theory of mind and technical reasoning in cumulative technological culture.,"Osiurak, François; De Oliveira, Emmanuel; Navarro, Jordan; Reynaud, Emanuelle",58-58-66,Articles,https://doi.org/10.1037/xge0000614,https://psycnet.apa.orgxge/149/1/58.pdf
Journal of Experimental Psychology: General,149,1,2020,Learning the designed actions of everyday objects.,"Rachwani, Jaya; Tamis-LeMonda, Catherine S.; Lockman, Jeffrey J.; Karasik, Lana B.; Adolph, Karen E.",67-67-78,Articles,https://doi.org/10.1037/xge0000631,https://psycnet.apa.orgxge/149/1/67.pdf
Journal of Experimental Psychology: General,149,1,2020,The effects of face inversion on perceiving- and sensing-based change detection.,"Goodrich, Robin I.; Yonelinas, Andrew P.",79-79-93,Articles,https://doi.org/10.1037/xge0000618,https://psycnet.apa.orgxge/149/1/79.pdf
Journal of Experimental Psychology: General,149,1,2020,Complete cross-frequency transfer of tone frequency learning after double training.,"Xiong, Ying-Zi; Tang, Ding-Lan; Zhang, Yu-Xuan; Yu, Cong",94-94-103,Articles,https://doi.org/10.1037/xge0000619,https://psycnet.apa.orgxge/149/1/94.pdf
Journal of Experimental Psychology: General,149,1,2020,Co-occurrence and relational information in evaluative learning: A multinomial modeling approach.,"Heycke, Tobias; Gawronski, Bertram",104-104-124,Articles,https://doi.org/10.1037/xge0000620,https://psycnet.apa.orgxge/149/1/104.pdf
Journal of Experimental Psychology: General,149,1,2020,Value computations underlying human proposer behavior in the ultimatum game.,"Pulcu, Erdem; Haruno, Masahiko",125-125-137,Articles,https://doi.org/10.1037/xge0000621,https://psycnet.apa.orgxge/149/1/125.pdf
Journal of Experimental Psychology: General,149,1,2020,Beyond emotional similarity: The role of situation-specific motives.,"Goldenberg, Amit; Garcia, David; Halperin, Eran; Zaki, Jamil; Kong, Danyang; Golarai, Golijeh; Gross, James J.",138-138-159,Articles,https://doi.org/10.1037/xge0000625,https://psycnet.apa.orgxge/149/1/138.pdf
Journal of Experimental Psychology: General,149,1,2020,Unconscious or underpowered? Probabilistic cuing of visual attention.,"Vadillo, Miguel A.; Linssen, Douglas; Orgaz, Cristina; Parsons, Stephanie; Shanks, David R.",160-160-181,Articles,https://doi.org/10.1037/xge0000632,https://psycnet.apa.orgxge/149/1/160.pdf
Journal of Experimental Psychology: General,149,1,2020,Young children police group members at personal cost.,"Yudkin, Daniel A.; Van Bavel, Jay J.; Rhodes, Marjorie",182-182-191,Articles,https://doi.org/10.1037/xge0000613,https://psycnet.apa.orgxge/149/1/182.pdf
Journal of Experimental Psychology: General,149,1,2020,Old problems in new contexts: The context-dependent fixation hypothesis.,"Smith, Steven M.; Beda, Zsolt",192-192-197,Brief Reports,https://doi.org/10.1037/xge0000615,https://psycnet.apa.orgxge/149/1/192.pdf
Journal of Experimental Psychology: General,149,1,2020,"Memory category fluency, memory specificity, and the fading affect bias for positive and negative autobiographical events: Performance on a good day–bad day task in healthy and depressed individuals.","Hitchcock, Caitlin; Newby, Jill; Timm, Emma; Howard, Rachel M.; Golden, Ann-Marie; Kuyken, Willem; Dalgleish, Tim",198-198-206,Brief Reports,https://doi.org/10.1037/xge0000617,https://psycnet.apa.orgxge/149/1/198.pdf
Journal of Experimental Psychology: General,149,2,2020,No role for activated long-term memory in attentional control settings.,"Plater, Lindsay; Giammarco, Maria; Fiacconi, Chris; Al-Aidroos, Naseem",209-209-221,Articles,https://doi.org/10.1037/xge0000642,https://psycnet.apa.orgxge/149/2/209.pdf
Journal of Experimental Psychology: General,149,2,2020,"Detailed long-term memory for unattended, irrelevant, and incidentally encoded auditory information.","Hutmacher, Fabian; Kuhbandner, Christof",222-222-229,Articles,https://doi.org/10.1037/xge0000650,https://psycnet.apa.orgxge/149/2/222.pdf
Journal of Experimental Psychology: General,149,2,2020,United we fall: All-or-none forgetting of complex episodic events.,"Joensen, Bárður H.; Gaskell, M. Gareth; Horner, Aidan J.",230-230-248,Articles,https://doi.org/10.1037/xge0000648,https://psycnet.apa.orgxge/149/2/230.pdf
Journal of Experimental Psychology: General,149,2,2020,Inability to improve performance with control shows limited access to inner states.,"Perquin, Marlou Nadine; Yang, Jessica; Teufel, Christoph; Sumner, Petroc; Hedge, Craig; Bompas, Aline",249-249-274,Articles,https://doi.org/10.1037/xge0000641,https://psycnet.apa.orgxge/149/2/249.pdf
Journal of Experimental Psychology: General,149,2,2020,Temporal negative priming.,"Kahan, Todd A.; Slowiaczek, Louisa M.; Altschuler, Melody R.; Harrison, Alexa C. M.",275-275-289,Articles,https://doi.org/10.1037/xge0000634,https://psycnet.apa.orgxge/149/2/275.pdf
Journal of Experimental Psychology: General,149,2,2020,Correction of evident falsehood requires explicit negation.,"Weil, Rebecca; Schul, Yaacov; Mayo, Ruth",290-290-310,Articles,https://doi.org/10.1037/xge0000635,https://psycnet.apa.orgxge/149/2/290.pdf
Journal of Experimental Psychology: General,149,2,2020,Modeling procrastination: Asymmetric decisions to act between the present and the future.,"Zhang, Shunmin; Feng, Tingyong",311-311-322,Articles,https://doi.org/10.1037/xge0000643,https://psycnet.apa.orgxge/149/2/311.pdf
Journal of Experimental Psychology: General,149,2,2020,Gender biases in impressions from faces: Empirical studies and computational models.,"Oh, DongWon; Dotsch, Ron; Porter, Jenny; Todorov, Alexander",323-323-342,Articles,https://doi.org/10.1037/xge0000638,https://psycnet.apa.orgxge/149/2/323.pdf
Journal of Experimental Psychology: General,149,2,2020,When and how stereotype threat influences older adults’ arithmetic performance: Insight from a strategy approach.,"Nicolas, Poshita; Lemaire, Patrick; Régner, Isabelle",343-343-367,Articles,https://doi.org/10.1037/xge0000647,https://psycnet.apa.orgxge/149/2/343.pdf
Journal of Experimental Psychology: General,149,2,2020,Differential impairment of positive and negative schizotypy in list-method and item-method directed forgetting.,"Sahakyan, Lili; Kwapil, Thomas R.; Jiang, Lydia",368-368-381,Articles,https://doi.org/10.1037/xge0000645,https://psycnet.apa.orgxge/149/2/368.pdf
Journal of Experimental Psychology: General,149,2,2020,Construal level shifts integration and segregation of the brain network.,"Stillman, Paul E.; Lu, Zhong-Lin; Fujita, Kentaro",382-382-390,Brief Reports,https://doi.org/10.1037/xge0000637,https://psycnet.apa.orgxge/149/2/382.pdf
Journal of Experimental Psychology: General,149,2,2020,Gesture–speech physics: The biomechanical basis for the emergence of gesture–speech synchrony.,"Pouw, Wim; Harrison, Steven J.; Dixon, James A.",391-391-404,Brief Reports,https://doi.org/10.1037/xge0000646,https://psycnet.apa.orgxge/149/2/391.pdf
Journal of Experimental Psychology: General,149,3,2020,The partisan mind: Is extreme political partisanship related to cognitive inflexibility?,"Zmigrod, Leor; Rentfrow, Peter Jason; Robbins, Trevor W.",407-407-418,Articles,https://doi.org/10.1037/xge0000661,https://psycnet.apa.orgxge/149/3/407.pdf
Journal of Experimental Psychology: General,149,3,2020,A fundamental asymmetry in judgments of soldiers at war.,"Watkins, Hanne M.; Goodwin, Geoffrey P.",419-419-444,Articles,https://doi.org/10.1037/xge0000666,https://psycnet.apa.orgxge/149/3/419.pdf
Journal of Experimental Psychology: General,149,3,2020,Is this my group or not? The role of ensemble coding of emotional expressions in group categorization.,"Goldenberg, Amit; Sweeny, Timothy D.; Shpigel, Emmanuel; Gross, James J.",445-445-460,Articles,https://doi.org/10.1037/xge0000651,https://psycnet.apa.orgxge/149/3/445.pdf
Journal of Experimental Psychology: General,149,3,2020,Convergence on collective memories: Central speakers and distributed remembering.,"Yamashiro, Jeremy K.; Hirst, William",461-461-481,Articles,https://doi.org/10.1037/xge0000656,https://psycnet.apa.orgxge/149/3/461.pdf
Journal of Experimental Psychology: General,149,3,2020,Perceived momentum influences responsibility judgments.,"Parker, Jeffrey R.; Paul, Iman; Reinholtz, Nicholas",482-482-489,Articles,https://doi.org/10.1037/xge0000653,https://psycnet.apa.orgxge/149/3/482.pdf
Journal of Experimental Psychology: General,149,3,2020,Rapid holistic perception and evasion of road hazards.,"Wolfe, Benjamin; Seppelt, Bobbie; Mehler, Bruce; Reimer, Bryan; Rosenholtz, Ruth",490-490-500,Articles,https://doi.org/10.1037/xge0000665,https://psycnet.apa.orgxge/149/3/490.pdf
Journal of Experimental Psychology: General,149,3,2020,"Optimal use of reminders: Metacognition, effort, and cognitive offloading.","Gilbert, Sam J.; Bird, Arabella; Carpenter, Jason M.; Fleming, Stephen M.; Sachdeva, Chhavi; Tsai, Pei-Chun",501-501-517,Articles,https://doi.org/10.1037/xge0000652,https://psycnet.apa.orgxge/149/3/501.pdf
Journal of Experimental Psychology: General,149,3,2020,Effects of prior knowledge on active vision and memory in younger and older adults.,"Wynn, Jordana S.; Ryan, Jennifer D.; Moscovitch, Morris",518-518-529,Articles,https://doi.org/10.1037/xge0000657,https://psycnet.apa.orgxge/149/3/518.pdf
Journal of Experimental Psychology: General,149,3,2020,Independent storage of different features of real-world objects in long-term memory.,"Utochkin, Igor S.; Brady, Timothy F.",530-530-549,Articles,https://doi.org/10.1037/xge0000664,https://psycnet.apa.orgxge/149/3/530.pdf
Journal of Experimental Psychology: General,149,3,2020,Power of averaging: Noise reduction by ensemble coding of multiple faces.,"Sun, Jisoo; Chong, Sang Chul",550-550-563,Articles,https://doi.org/10.1037/xge0000667,https://psycnet.apa.orgxge/149/3/550.pdf
Journal of Experimental Psychology: General,149,3,2020,"Intraindividual strategy shifts in Raven’s matrices, and their dependence on working memory capacity and need for cognition.","Gonthier, Corentin; Roulin, Jean-Luc",564-564-579,Articles,https://doi.org/10.1037/xge0000660,https://psycnet.apa.orgxge/149/3/564.pdf
Journal of Experimental Psychology: General,149,3,2020,Romantic partners’ working memory capacity facilitates relationship problem resolution through recollection of problem-relevant information.,"Baker, Levi R.; Kane, Michael J.; Russell, V. Michelle",580-580-584,Brief Reports,https://doi.org/10.1037/xge0000659,https://psycnet.apa.orgxge/149/3/580.pdf
Journal of Experimental Psychology: General,149,3,2020,Preference reversals during risk elicitation.,"Kusev, Petko; van Schaik, Paul; Martin, Rose; Hall, Lars; Johansson, Petter",585-585-589,Brief Reports,https://doi.org/10.1037/xge0000655,https://psycnet.apa.orgxge/149/3/585.pdf
Journal of Experimental Psychology: General,149,3,2020,Seeing what’s possible: Disconnected visual parts are confused for their potential wholes.,"Guan, Chenxiao; Firestone, Chaz",590-590-598,Brief Reports,https://doi.org/10.1037/xge0000658,https://psycnet.apa.orgxge/149/3/590.pdf
Journal of Experimental Psychology: General,149,3,2020,Expectations affect physical causation judgments.,"Gerstenberg, Tobias; Icard, Thomas",599-599-607,Brief Reports,https://doi.org/10.1037/xge0000670,https://psycnet.apa.orgxge/149/3/599.pdf
Journal of Experimental Psychology: General,149,4,2020,The role of bilingual interactional contexts in predicting interindividual variability in executive functions: A latent variable analysis.,"Hartanto, Andree; Yang, Hwajin",609-609-633,Articles,https://doi.org/10.1037/xge0000672,https://psycnet.apa.orgxge/149/4/609.pdf
Journal of Experimental Psychology: General,149,4,2020,Development of consonance preferences in Western listeners.,"Weiss, Michael W.; Cirelli, Laura K.; McDermott, Josh H.; Trehub, Sandra E.",634-634-649,Articles,https://doi.org/10.1037/xge0000680,https://psycnet.apa.orgxge/149/4/634.pdf
Journal of Experimental Psychology: General,149,4,2020,"""False memories, false preferences: Flexible retrieval mechanisms supporting successful inference bias novel decisions."" Correction to Carpenter and Schacter (2018).",No authorship indicated,649-649,Other,https://doi.org/10.1037/xge0000761,https://psycnet.apa.orgxge/149/4/649.pdf
Journal of Experimental Psychology: General,149,4,2020,The developmental origins of risk and time preferences across diverse societies.,"Amir, Dorsa; Jordan, Matthew R.; McAuliffe, Katherine; Valeggia, Claudia R.; Sugiyama, Lawrence S.; Bribiescas, Richard G.; Snodgrass, J. Josh; Dunham, Yarrow",650-650-661,Articles,https://doi.org/10.1037/xge0000675,https://psycnet.apa.orgxge/149/4/650.pdf
Journal of Experimental Psychology: General,149,4,2020,Adaptation to variance generalizes across visual domains.,"Maule, John; Franklin, Anna",662-662-675,Articles,https://doi.org/10.1037/xge0000678,https://psycnet.apa.orgxge/149/4/662.pdf
Journal of Experimental Psychology: General,149,4,2020,A model for two-digit number processing based on a joint Garner and system factorial technology analysis.,"Fitousi, Daniel; Algom, Daniel",676-676-700,Articles,https://doi.org/10.1037/xge0000679,https://psycnet.apa.orgxge/149/4/676.pdf
Journal of Experimental Psychology: General,149,4,2020,When does the present end and the future begin?,"Hershfield, Hal E.; Maglio, Sam J.",701-701-718,Articles,https://doi.org/10.1037/xge0000681,https://psycnet.apa.orgxge/149/4/701.pdf
Journal of Experimental Psychology: General,149,4,2020,Experimental manipulation of extraverted and introverted behavior and its effects on well-being.,"Margolis, Seth; Lyubomirsky, Sonja",719-719-731,Articles,https://doi.org/10.1037/xge0000668,https://psycnet.apa.orgxge/149/4/719.pdf
Journal of Experimental Psychology: General,149,4,2020,Opioids and social bonding: Effect of naltrexone on feelings of social connection and ventral striatum activity to close others.,"Inagaki, Tristen K.; Hazlett, Laura I.; Andreescu, Carmen",732-732-745,Articles,https://doi.org/10.1037/xge0000674,https://psycnet.apa.orgxge/149/4/732.pdf
Journal of Experimental Psychology: General,149,4,2020,Attentional capture helps explain why moral and emotional content go viral.,"Brady, William J.; Gantman, Ana P.; Van Bavel, Jay J.",746-746-756,Articles,https://doi.org/10.1037/xge0000673,https://psycnet.apa.orgxge/149/4/746.pdf
Journal of Experimental Psychology: General,149,4,2020,The implicit honesty premium: Why honest advice is more persuasive than highly informed advice.,"Haran, Uriel; Shalvi, Shaul",757-757-773,Articles,https://doi.org/10.1037/xge0000677,https://psycnet.apa.orgxge/149/4/757.pdf
Journal of Experimental Psychology: General,149,4,2020,"Myopic reactivity in repeated-choice: The case of competing with others for a scarce, unevenly distributed resource.","Kareev, Yaakov; Avrahami, Judith; Goldzweig, Ayelet; Hadar, Daniel; Klein, Shira",774-774-789,Articles,https://doi.org/10.1037/xge0000676,https://psycnet.apa.orgxge/149/4/774.pdf
Journal of Experimental Psychology: General,149,4,2020,The social value of positive autobiographical memory retrieval.,"Speer, Megan E.; Delgado, Mauricio R.",790-790-799,Articles,https://doi.org/10.1037/xge0000671,https://psycnet.apa.orgxge/149/4/790.pdf
Journal of Experimental Psychology: General,149,4,2020,Effects of total sleep deprivation on procedural placekeeping: More than just lapses of attention.,"Stepan, Michelle E.; Altmann, Erik M.; Fenn, Kimberly M.",800-800-806,Brief Report,https://doi.org/10.1037/xge0000717,https://psycnet.apa.orgxge/149/4/800.pdf
Journal of Experimental Psychology: General,149,5,2020,The role of explicit categorization in the Implicit Association Test.,"Yamaguchi, Motonori; Beattie, Geoffrey",809-809-827,Articles,https://doi.org/10.1037/xge0000685,https://psycnet.apa.orgxge/149/5/809.pdf
Journal of Experimental Psychology: General,149,5,2020,Pattern deviancy aversion predicts prejudice via a dislike of statistical minorities.,"Gollwitzer, Anton; Marshall, Julia; Bargh, John A.",828-828-854,Articles,https://doi.org/10.1037/xge0000682,https://psycnet.apa.orgxge/149/5/828.pdf
Journal of Experimental Psychology: General,149,5,2020,"Praise-many, blame-fewer: A common (and successful) strategy for attributing responsibility in groups.","Schein, Chelsea; Jackson, Joshua Conrad; Frasca, Teresa; Gray, Kurt",855-855-869,Articles,https://doi.org/10.1037/xge0000683,https://psycnet.apa.orgxge/149/5/855.pdf
Journal of Experimental Psychology: General,149,5,2020,Prospective outcome bias: Incurring (unnecessary) costs to achieve outcomes that are already likely.,"Lewis, Joshua; Simmons, Joseph P.",870-870-888,Articles,https://doi.org/10.1037/xge0000686,https://psycnet.apa.orgxge/149/5/870.pdf
Journal of Experimental Psychology: General,149,5,2020,Asymmetric memory for harming versus being harmed.,"Helion, Chelsea; Helzer, Erik G.; Kim, Suzie; Pizarro, David A.",889-889-900,Articles,https://doi.org/10.1037/xge0000691,https://psycnet.apa.orgxge/149/5/889.pdf
Journal of Experimental Psychology: General,149,5,2020,Guess who? Facial identity discrimination training improves face memory in typically developing children.,"Bate, Sarah; Adams, Amanda; Bennetts, Rachel J.",901-901-913,Articles,https://doi.org/10.1037/xge0000689,https://psycnet.apa.orgxge/149/5/901.pdf
Journal of Experimental Psychology: General,149,5,2020,Tailored perception: Individuals’ speech and music perception strategies fit their perceptual abilities.,"Jasmin, Kyle; Dick, Fred; Holt, Lori L.; Tierney, Adam",914-914-934,Articles,https://doi.org/10.1037/xge0000688,https://psycnet.apa.orgxge/149/5/914.pdf
Journal of Experimental Psychology: General,149,5,2020,Evaluation of an action’s effectiveness by the motor system in a dynamic environment.,"Hemed, Eitan; Bakbani-Elkayam, Shirel; Teodorescu, Andrei R.; Yona, Lilach; Eitam, Baruch",935-935-948,Articles,https://doi.org/10.1037/xge0000692,https://psycnet.apa.orgxge/149/5/935.pdf
Journal of Experimental Psychology: General,149,5,2020,The validated circular shape space: Quantifying the visual similarity of shape.,"Li, Aedan Y.; Liang, Jackson C.; Lee, Andy C. H.; Barense, Morgan D.",949-949-966,Articles,https://doi.org/10.1037/xge0000693,https://psycnet.apa.orgxge/149/5/949.pdf
Journal of Experimental Psychology: General,149,5,2020,"The architecture of working memory: Features from multiple remembered objects produce parallel, coactive guidance of attention in visual search.","Bahle, Brett; Thayer, Daniel D.; Mordkoff, J. Toby; Hollingworth, Andrew",967-967-983,Articles,https://doi.org/10.1037/xge0000694,https://psycnet.apa.orgxge/149/5/967.pdf
